kepoi_name,koi_period,koi_prad,koi_depth,planet_prob
K05479.01,18.347081,5.65,1126.6,0.21835029621612406
K02055.04,6.13074243,1.26,146.1,0.21809456602734079
K05907.01,587.38162,36.77,863.6,0.21779609487815027
K00600.02,294.055263,2.8,770.0,0.21751942302471935
K07621.01,275.07365,1.86,228.9,0.21740509982072426
K05870.01,132.114,0.75,216.8,0.21687128993102603
K07733.01,1.048130894,4.52,191.8,0.21664501486210702
K05653.01,188.664098,2.02,960.0,0.21639804680970484
K06657.01,1.6037058,1.54,32.8,0.21526156760872434
K05124.01,276.879492,11.67,1762.0,0.21462112424300783
K02433.06,6.06330298,1.64,200.7,0.21445314392433773
K05712.01,287.75613,3.4,1987.0,0.21386412672371294
K05583.01,20.5858591,1.31,260.2,0.21338683428987806
K05365.01,585.64118,2.2,565.2,0.2132515434591749
K07224.01,13.4959496,1.62,253.6,0.2129036647614211
K04264.01,0.888478095,1.51,340.4,0.2128257353405015
K01773.01,83.09708021,13.83,15860.2,0.21247500661269814
K06343.01,569.45051,1.96,425.4,0.21060248858436156
K05275.01,3.781123,1.16,90.4,0.21015457815640876
K00283.03,9.48814747,0.73,47.9,0.20978293049043953
K04105.01,363.41165,3.14,961.7,0.2078162113979357
K06745.01,383.85362,2.78,422.9,0.20767868939235587
K05541.01,339.633833,2.04,517.8,0.20739349444728195
K05660.01,402.20969,10.03,472.5,0.20733581399484324
K04034.02,11.6089351,46.44,199.6,0.20724437875636223
K05390.01,104.198102,5.13,652.2,0.20658285273289145
K06454.01,27.2173855,1.34,155.9,0.2064401202287289
K05789.01,383.26217,1.57,448.4,0.20436829387692415
K06676.01,439.21978,1.81,342.3,0.20371488553975636
K08163.01,370.98253,119.96,552.3,0.20325986291418036
K05881.01,134.35872,1.27,75.2,0.2012990396472304
K00185.01,23.210509958,21.19,28736.9,0.20126239610892024
K03741.02,18.577903,1.36,99.8,0.20120764281680462
K05048.01,138.333748,6.28,603.6,0.20109075966786222
K05202.01,535.93723,1.83,337.2,0.2010342180572169
K00337.02,154.607419,1.56,279.9,0.20065156723142977
K02933.01,119.0833042,22.19,2951.0,0.19974341265001777
K05889.01,374.41813,2.42,430.2,0.19913421865051742
K07235.01,299.70688,1.15,230.7,0.1987107135880596
K03283.03,87.707513,1.72,578.0,0.19809128979926516
K05130.01,370.05918,1.9,669.8,0.1963817571085625
K05192.01,50.55398,0.94,199.7,0.19569677634664145
K05324.01,293.392635,6.84,518.8,0.19506207153153815
K06085.01,5.902596818,25.8,54894.0,0.1950600076113941
K04430.01,0.505111993,1.58,212.8,0.1943660087996828
K05033.01,127.671711,5.52,450.1,0.19426669521784698
K00871.01,12.940668656,22.94,42450.0,0.1941764789724298
K02384.01,62.6825769,39.8,398.9,0.19388225980257384
K06425.01,521.10826,1.5,244.7,0.193635414687014
K05247.01,282.0309,3.22,782.0,0.19319523951567832
K07255.01,86.95432088,,,0.19292541274969588
K05369.01,651.358046,14.58,570.8,0.19223426108699493
K06697.01,82.97062172,,,0.1920880812637262
K07208.01,3.57944367,0.87,117.2,0.19132140233680875
K05749.01,281.95332,2.31,1039.0,0.19116972163926915
K05380.01,369.93355,3.24,995.0,0.19080116510236478
K05640.01,348.665961,9.56,391.2,0.19072102062495364
K01549.01,29.481061268,16.61,11870.9,0.19040833411877023
K05308.01,9.942228056,22.15,31067.9,0.19020612099492415
K04535.02,5.78901936,0.78,110.3,0.1893607600675183
K05480.01,57.140035,5.78,1567.0,0.18816892740521263
K05923.01,366.684634,10.75,456.3,0.187892424223477
K05603.01,341.557931,6.81,433.0,0.18745835004282166
K04886.01,17.99562529,28.98,1068.0,0.18637408298896857
K05126.01,418.04355,13.73,481.6,0.18631401692097904
K05612.01,353.65927,2.58,1018.0,0.18619601586603454
K03810.01,1.013774136,18.59,33878.0,0.1857269396989582
K05718.01,233.64574,5.2,2268.0,0.18528190027775124
K05536.01,392.72811,1.85,499.7,0.1851651077158738
K05798.01,318.25858,2.03,756.0,0.18502153891624426
K04247.01,349.41047,2.41,652.8,0.18495841549079628
K05320.01,357.437578,3.13,272.3,0.1846971780656379
K07607.01,54.54312996,,,0.1846169776984979
K05635.01,113.993156,2.23,69.7,0.1838596290646114
K05473.01,549.42772,2.64,719.1,0.18302267832350586
K05924.01,291.306507,2.49,1132.0,0.1824034779447613
K05758.01,102.493119,2.7,636.1,0.18201991358944425
K03043.02,7.2929891,0.73,72.5,0.18180130602997807
K05945.01,40.7282314,4.58,221.8,0.18092097243100183
K07554.01,482.62011,1.98,324.0,0.1806385071271519
K06610.01,315.07717192,,,0.18048340167796642
K01587.01,52.971584,29.02,3882.6,0.18008530479229687
K05134.01,573.23826,6.93,470.1,0.18003401566784982
K05961.01,19.159760875,25.24,32491.1,0.17984471789942558
K05262.01,438.98396,32.58,745.2,0.1797016082837507
K05226.01,249.35154,4.42,1637.0,0.17947043337278737
K04902.01,409.38645,1.78,531.5,0.1792550910827858
K04583.01,330.906041,2.05,740.0,0.17885299075579109
K07226.01,42.48452259,,,0.178250762613309
K03880.01,1.803697292,1.0,69.7,0.17818344079901283
K05960.01,32.4185265,1.62,110.7,0.17802578070961633
K05849.01,21.512259,1.13,131.3,0.17768453219444158
K01647.03,6.33027476,1.02,89.2,0.1772962347137523
K05815.01,207.767894,3.52,320.6,0.17680940924397495
K06291.01,8.8324193,0.98,74.1,0.17669999716365972
K05406.01,5.71966537,0.82,19.1,0.17622518155285552
K06598.01,10.95210361,,,0.17601231266318115
K05684.01,206.801125,24.34,716.0,0.17551028775760913
K06172.01,31.8134892,1.18,234.2,0.17541431460972298
K08297.01,229.957537,43.78,400.0,0.17424591265836575
K05922.01,367.07446,2.15,368.3,0.17394887037236859
K05782.01,584.55603,6.69,346.7,0.17388819152191565
K05322.01,30.928898,8.1,203.3,0.17305299687101872
K05878.01,211.54114,1.88,751.0,0.1727134612484308
K03028.02,458.16754,2.11,683.0,0.17121962148095707
K01319.02,142.685885,2.76,1195.0,0.1712161538728163
K05474.01,284.666844,8.98,418.0,0.17102171422273332
K07117.01,8.2927558,1.01,103.3,0.17094925402942196
K05408.01,415.748785,3.24,463.7,0.17092897735739232
K05135.01,314.765374,2.0,732.0,0.1705204532921427
K05682.01,46.969389,7.45,1875.0,0.17050846720522106
K05860.01,264.708077,6.17,461.3,0.1704155619152717
K06835.01,22.50053441,,,0.17039886396236903
K05227.01,371.56492,1.89,375.5,0.17033538025330383
K02879.01,0.339069751,2.09,53.2,0.17025839288110484
K05387.01,297.78282,1.17,392.4,0.17004782298259133
K05446.01,416.9504,7.35,479.8,0.1698289217943579
K04981.01,349.73652,2.32,886.0,0.16959994995520442
K04435.02,17.8693759,0.81,63.0,0.16958123347669432
K06516.02,28.24753303,,,0.16922625087187093
K02141.01,1.306984786,18.33,302.1,0.16915296215230807
K05119.01,143.163697,20.03,390.3,0.16874753525745811
K05230.01,330.738115,4.42,333.3,0.1686750318862344
K07467.01,7.20558084,1.33,58.0,0.16856943825347973
K04418.01,333.03842,3.19,1260.0,0.16843544904620097
K02533.03,26.1152887,2.38,70.0,0.1683189694541099
K02261.02,6.6254781,0.9,122.0,0.16727842145934257
K05853.01,366.68293,3.15,1075.0,0.16635221070367243
K02756.02,5.06993245,0.92,93.6,0.1659078536504935
K07596.01,359.8249913,,,0.1656282541552171
K06759.01,371.70965709,,,0.16562731440266276
K05740.01,21.7997515,1.01,109.5,0.16555035564128168
K00858.01,13.61014819,19.02,5732.9,0.1653499197230458
K05967.01,22.8631517,4.84,103.3,0.16477537923390392
K05689.01,114.12716,2.76,974.0,0.164542375585459
K05864.01,35.9216912,1.38,221.3,0.16332802242271552
K05952.01,164.507439,2.15,433.8,0.16277194803502795
K04676.01,31.183688,3.21,139.8,0.16204476807921833
K05393.01,248.421771,18.92,704.0,0.16200177806265653
K05281.01,263.90141,23.91,807.1,0.16197775248484073
K05358.01,126.586058,1.54,124.9,0.16190605599148042
K05776.01,198.6004,4.6,300.8,0.1616692750151107
K05639.01,279.21957,4.92,333.5,0.16163150785790145
K05745.01,11.374442708,22.86,27904.9,0.16162335330107191
K07305.01,3.72920972,0.8,14.4,0.16155716094265563
K05066.01,110.089267,2.4,1018.0,0.16084547975443203
K00365.02,117.761,0.62,53.9,0.16028379298348736
K05978.01,364.18129,1.78,469.5,0.15974605756440555
K02220.05,11.9294568,1.05,132.3,0.15968079864381005
K05819.01,381.37504,1.24,286.5,0.15961430501305515
K02680.01,14.4079035,23.4,3058.0,0.1591390427361268
K00492.02,265.29617,2.99,608.0,0.15860801396587787
K05213.01,48.2455501,0.64,60.5,0.15769930528948423
K04822.01,3.51413723,0.69,32.7,0.15696237860992382
K00210.01,20.92735802,17.36,8091.0,0.1569579163914329
K05487.01,48.8130123,2.95,702.0,0.15693861957843164
K00841.04,269.306232,24.0,1708.0,0.15674330536714173
K07111.01,23.59919017,,,0.15572086969949242
K05680.01,557.92882,2.97,262.2,0.15565899870486352
K05704.01,96.16705,1.15,270.7,0.15548587174295625
K05591.01,317.009388,4.03,326.9,0.1551691422181057
K03777.01,17.7476059,146.63,877.0,0.15471369987329836
K00970.01,3.9886021,34.39,673.5,0.15452005860711848
K05839.01,169.415073,2.32,239.9,0.15408182795432812
K02188.02,6.7445683,0.86,86.6,0.15402373031338867
K06178.02,33.814176,1.49,222.6,0.15327589647135725
K06489.01,14.05652256,,,0.1518537072997044
K04716.02,12.26708306,,,0.15173700432304557
K03395.02,5.0395851,0.78,70.1,0.15135227980678811
K04871.02,5.522479,0.76,33.1,0.15127511948253264
K05532.01,24.6777128,6.04,131.3,0.15120443664898228
K05755.01,388.67155,1.49,371.3,0.1510238901681281
K07195.01,5.89773974,1.0,77.9,0.1507253289301909
K05799.01,184.883155,2.82,304.1,0.15066683912511397
K06102.01,54.2916336,1.67,97.8,0.1506323566569283
K05578.01,388.048463,3.0,149.6,0.15059213107119118
K01631.01,0.592243731,6.77,3992.4,0.15052458510640707
K05822.01,17.634272,1.69,76.7,0.15038248975162213
K05021.01,288.07937,3.01,991.0,0.15038090901752962
K05848.01,323.159363,3.41,368.6,0.15015610173398622
K06618.01,8.6040858,0.94,87.6,0.15001745568669456
K05685.01,14.0019064,17.96,376.1,0.14986245968270182
K02369.02,6.3143447,1.34,191.4,0.14972828461442678
K05461.01,119.079642,17.89,422.5,0.14968402515715612
K05457.01,578.21623,3.54,120.6,0.14946368895096632
K05585.01,113.573945,3.45,249.6,0.14914714479581362
K04864.01,5.66494448,0.78,46.0,0.14877734120767921
K05237.01,380.39474,1.84,603.0,0.14871434193187472
K07199.01,20.2944118,774.73,453.9,0.1482198699263064
K05517.01,335.43143,7.12,228.1,0.14813173243145988
K05009.01,359.98653,1.76,671.0,0.14790926529937107
K01945.02,17.1181036,1.22,167.7,0.14783999041922916
K05344.01,445.351255,3.66,420.4,0.14729632598971365
K05472.01,97.5137491,5.27,279.8,0.14712533054912527
K05613.01,346.4174,2.41,662.0,0.14705766958641284
K02167.02,6.95787,1.39,182.3,0.1452119738324487
K05950.01,109.43946,1.0,187.1,0.1449937576301274
K05794.01,30.9771151,4.3,125.0,0.1448789942290415
K06819.01,3.226232203,1.01,36.3,0.14444055997880242
K05037.01,349.58811,134.79,373.3,0.14439342451907403
K04253.01,173.2578372,117.29,687.0,0.1442358789682149
K05289.01,181.81214,2.04,474.6,0.14414395254922188
K07094.01,13.56092626,,,0.14278813794828493
K06355.02,6.72876606,1.03,117.4,0.1427014000234845
K02272.01,1.34145255,1.31,26.6,0.1419574435858734
K02636.02,5.1777226,0.63,41.7,0.141890778895053
K05570.01,574.65297,2.28,725.0,0.14180747981544625
K05027.01,62.312419,6.15,123.0,0.14134441596053407
K07973.01,1.33199285,,,0.14096186769414532
K05866.01,102.300622,35.36,781.2,0.14084692443959254
K04670.01,6.80899076,89.29,1192.0,0.14063787099815728
K05085.01,327.063,2.82,1006.0,0.1405044063731181
K05892.01,37.959659,1.41,287.9,0.14030408120848942
K06118.02,4.66185924,1.16,49.3,0.14024090643226136
K05903.01,253.790434,2.06,604.0,0.13948673675490933
K04931.01,579.81521,2.71,607.0,0.13802268857005112
K04978.01,339.18998,2.75,822.0,0.13787723368477942
K05801.01,177.37583,1.96,459.7,0.13761911054277642
K05609.01,535.1515,2.7,362.3,0.13743583333593556
K00989.03,16.15811112,86.13,2319.8,0.13727417243335355
K05643.01,570.01886,1.62,428.5,0.1372620562682895
K05816.01,82.508054,14.04,351.9,0.13717741879727852
K05099.01,111.187116,1.51,110.8,0.13657549425465512
K05046.01,40.9882124,1.44,145.8,0.13645215009405434
K02281.02,455.27405,1.54,366.0,0.13607289184578955
K05373.01,50.550788,5.0,154.5,0.1341341332467359
K01639.02,9.9824036,1.17,83.9,0.1332699767386163
K05847.01,277.114286,17.56,567.1,0.13250454282500798
K05502.01,421.98194,2.02,173.1,0.13173422164295265
K05423.01,366.55705,2.63,582.5,0.13138066890187516
K04382.02,3.98167088,0.79,44.7,0.13076048319355585
K05918.01,94.67782,1.46,287.0,0.1306741249011411
K04943.01,15.2024426,113.97,834.0,0.1296630195342603
K04986.01,444.04257,1.48,417.4,0.12961550114718834
K05556.01,631.99116,1.86,345.6,0.12950786522420635
K06151.01,431.78556,1.36,332.6,0.129460401104757
K06698.01,5.22422449,,,0.12922133029305877
K04782.01,7.4213444,1.73,315.9,0.12897019345857552
K05859.01,172.621943,26.09,788.0,0.1286913085030764
K05222.01,367.6758,2.77,699.5,0.12835959459126522
K05579.01,34.0269868,1.57,361.7,0.12770937424403492
K05852.01,235.413973,3.2,1027.0,0.12736055314081335
K05231.01,78.876125,2.03,472.3,0.12616758587770785
K01225.01,1.714274727,25.0,28460.1,0.12595525649665093
K05812.01,3.1318392,1.5,159.9,0.12518507655132805
K06913.02,1.75173647,3.86,68.4,0.12494875967948592
K05083.01,69.932459,8.25,264.4,0.12467428258999264
K05497.01,93.359737,1.05,38.3,0.12460246087725771
K04555.01,364.08733,1.39,372.0,0.12437441414650444
K05087.01,651.07431,1.55,153.7,0.12321693536671477
K05337.01,470.65357,2.99,985.0,0.122580221807357
K05554.01,362.22202,0.96,52.5,0.12235388933454457
K01070.03,92.77779,1.92,359.0,0.12206078937744451
K05898.01,76.37924,1.73,276.3,0.12086530673036151
K05921.01,175.452812,3.96,141.8,0.12054483446286625
K05268.01,474.22897,2.0,475.2,0.12016870020538069
K04462.01,45.163025,2.35,130.3,0.12004144232102933
K05937.01,357.588538,3.53,344.8,0.11998097220987321
K01445.02,54.325574,0.76,44.2,0.11988505537123101
K05868.01,22.7783121,1.89,155.6,0.1197916804449106
K05830.01,72.782432,11.19,245.8,0.11959416967333006
K01576.03,23.3397956,1.23,125.1,0.11813027355063312
K00648.01,10.47490332,15.45,1170.2,0.11775523769717317
K04790.01,6.07855,1.14,102.7,0.11725437396359796
K01665.02,5.91393977,1.07,84.0,0.116813414562795
K05003.01,112.951287,15.19,555.6,0.11670404947508994
K01616.02,34.775371,0.67,38.8,0.11638696210549519
K03207.01,0.954388314,2.27,57.2,0.11623632392596282
K05968.01,97.942437,2.29,100.2,0.11561420130039107
K06168.02,75.072964,1.09,74.3,0.11561244306350206
K00080.01,9.250572762,96.08,1039.5,0.11556119507081973
K05001.01,59.9655175,1.92,310.1,0.11524424735170868
K05690.01,17.0497376,45.89,478.6,0.11495956186665228
K05290.01,435.50635,2.06,553.8,0.11490514703433749
K05633.01,151.77884,4.35,189.7,0.11486420047526011
K05979.01,37.7935113,0.89,67.2,0.11452740619035208
K06600.01,2.70581614,0.69,46.9,0.11444017454783503
K05954.01,73.908995,0.94,100.5,0.11443285986448008
K04426.01,369.13236,2.14,215.9,0.11380283637635025
K05254.01,232.916142,1.2,64.8,0.11357758496075322
K05925.01,93.006,1.97,125.4,0.11351767591388014
K05547.01,571.14302,2.22,531.3,0.1133301393429162
K03132.01,0.536650319,1.35,41.9,0.11328391678827283
K06111.01,228.65412,3.63,179.1,0.11253038195574869
K06214.02,154.536881,4.1,258.5,0.11238799903126795
K05545.01,541.04472,1.08,181.5,0.11221160054454225
K06068.01,6.150251376,100.03,2128.7,0.1121163303456385
K05829.01,583.8531,1.97,491.0,0.11210275840940724
K02869.02,274.743032,2.16,309.0,0.11208004614158519
K05455.01,292.09809,2.09,528.8,0.11161841347268246
K06180.02,58.92565,1.5,44.7,0.11129416128097216
K07562.01,11.76872507,,,0.1106138541961283
K04351.01,0.644322147,24.39,1076.6,0.11026550652176484
K05787.01,69.775633,1.19,140.9,0.10969896482539618
K05618.01,318.49078,3.01,630.0,0.109004352111512
K03088.02,67.8766605,1.92,389.2,0.10888293980607797
K06341.01,9.78184193,,,0.10886323713482736
K05956.01,212.646179,3.19,953.0,0.10853862163971331
K08117.01,0.933745798,3.45,613.8,0.10732534104023288
K05407.01,58.5029431,1.54,117.0,0.10702222332365904
K05948.01,398.51312,1.23,249.2,0.10691491445366794
K05747.01,411.447056,2.86,285.2,0.10680249463169872
K05079.01,56.001782,1.54,125.2,0.10652735266044774
K05004.01,103.363691,2.0,359.1,0.10634940407471631
K05942.01,125.277815,15.75,432.3,0.10597125089309337
K05886.01,284.87177,1.84,106.7,0.10543074630934961
K05068.01,385.29212,1.57,218.5,0.10533830943404714
K05694.01,107.904526,1.26,249.4,0.10523010568236278
K05546.01,514.271499,3.01,688.9,0.1050420446876717
K02312.01,176.331289,2.38,109.8,0.10378181863764224
K05810.01,425.593391,2.25,237.6,0.10358388907844157
K05577.01,495.51899,2.94,297.6,0.10312537715084294
K04991.01,211.330867,2.09,531.0,0.10237446638141223
K05107.01,169.330666,16.68,532.7,0.10231971396461302
K05885.01,111.149082,1.87,394.2,0.10227473956640974
K05499.01,122.58481,1.19,318.9,0.10203829202049751
K04958.01,581.729006,2.74,186.7,0.1019912319743124
K05413.01,428.379308,2.0,386.6,0.10191295431247224
K05360.01,54.595746,2.0,135.8,0.10170593639754463
K06141.01,96.509214,860.3,1528.0,0.10144038628671646
K05158.01,151.13008,4.41,358.0,0.10066528974669052
K01745.01,0.982090079,29.95,5396.7,0.10007338456342511
K04976.01,624.90338,2.77,249.0,0.09923026338980562
K04921.01,95.688682,28.41,453.8,0.09858684657852695
K05912.01,359.854745,2.25,302.4,0.0982938910011064
K05509.01,28.406342,1.41,223.6,0.09760984754561053
K05877.01,230.358183,2.87,1023.0,0.09741606577892542
K05941.01,44.7060191,60.47,292.0,0.09721580215489337
K05707.01,208.800733,2.88,594.0,0.09683885459404283
K05911.01,357.41382,3.01,777.0,0.09650225236643944
K05372.01,212.60398,1.64,188.5,0.0958145769376012
K05665.01,100.494129,1.33,57.6,0.09543578610186447
K07449.01,1.322475635,14.03,997.3,0.09488813126577494
K07455.01,3.773744,2.44,85.2,0.09473284727731325
K02639.02,2.121023807,5.75,263.9,0.09446727426430376
K05216.01,377.311149,2.56,804.0,0.09379876828626066
K05888.01,190.860818,1.84,512.0,0.09361017461851287
K05514.01,102.100752,2.63,194.2,0.09360235212283621
K02224.02,86.130534,1.47,285.2,0.09346462969827202
K05913.01,89.366114,1.97,494.0,0.09267879934201212
K06450.01,0.602277579,0.78,34.6,0.09190608987642132
K01858.02,86.049055,2.06,429.9,0.09168996774105592
K05890.01,263.30198,2.19,377.6,0.09160733399598196
K05592.01,482.51701,2.3,573.0,0.09159760029222387
K06245.02,112.317402,1.77,182.4,0.0915143327929099
K05511.01,74.833577,1.68,86.4,0.0911777102553323
K05873.01,217.170081,109061.0,937.0,0.08930530782248339
K05608.01,87.565484,2.12,396.0,0.08912131354074604
K05156.01,1.680254289,30.88,51633.0,0.08910581439080804
K05500.01,84.934357,1.6,129.7,0.08881312686456017
K05610.01,495.40462,152.21,904.0,0.08711713666643832
K05580.01,173.219879,2.41,239.5,0.08666055791740761
K05973.01,419.93373,1.82,285.0,0.08627778403166213
K05229.01,364.63189,2.06,302.8,0.08627340315768897
K06168.01,131.258668,1.59,153.0,0.08570834607276248
K05604.01,476.91977,2.49,193.6,0.08454479578488916
K04895.02,47.5571352,1.85,339.0,0.08447847918161965
K05642.01,222.28056,2.56,271.9,0.08442885820025664
K06242.03,78.86684,1.3,86.1,0.08419051986343924
K05092.01,271.790292,2.38,318.4,0.08303974253049154
K05629.01,192.138741,1.93,151.4,0.08231953337548255
K05385.01,331.70918,6815.75,3463.0,0.08213628241262873
K05698.01,282.029084,2.33,312.8,0.0814446354112792
K06097.03,282.34315,2.35,220.5,0.08096637505003067
K03401.02,326.6708,2.2,386.4,0.08076098953594538
K05883.01,198.781156,1.69,138.3,0.08070746256206592
K01081.01,9.95639775,28.15,510.5,0.07952483112256875
K06097.04,126.505657,1.51,95.5,0.07849906455917487
K01250.02,1.213672208,697.14,2731.0,0.07776210923761206
K07281.01,2.46506501,1.14,39.8,0.07760067373338542
K06108.01,485.92297,1.07,122.9,0.07736228021336847
K06142.02,111.65546,2121.0,2887.0,0.07690757397977022
K05470.01,578.21805,2.44,637.0,0.07672209948659922
K04898.01,409.87844,2.72,647.1,0.07649749452691708
K05389.01,365.739893,1.73,300.7,0.07586250989076317
K05248.01,179.25465,1.35,272.4,0.07523357065400392
K02474.01,176.845697,42.05,431.6,0.07511775903584957
K06097.02,88.433122,1.7,120.4,0.07474743426517735
K05702.01,511.882,2.56,610.0,0.07428517274043275
K05893.01,405.6296,1.4,304.3,0.07346996017801413
K07559.01,0.708965461,1.13,87.2,0.07310009289183952
K00823.01,1.028436523,72.77,8098.0,0.07299156636866554
K05900.01,355.84731,1.68,123.9,0.07263846420605073
K05468.01,81.704814,1.65,297.0,0.07202715865110414
K05044.01,161.537665,1.37,101.8,0.07163491244088081
K05772.01,75.636309,1.32,174.6,0.07162470802986114
K05959.01,251.48808,1.74,305.0,0.07055381137957811
K07231.02,4.74701479,13333.5,3622.0,0.06988360090722266
K05681.01,77.51257,28199.3,1510.0,0.06910183402404199
K01251.01,0.576078683,23.23,10084.8,0.06834428067344353
K05939.01,105.053389,1.52,176.7,0.06555371964846363
K05902.01,150.728285,1.27,213.5,0.06542654751174466
K06100.02,117.684591,1.52,134.6,0.06531453951180467
K07061.01,1.371587993,4.91,456.1,0.06473650808712367
K05825.01,208.047137,2.05,287.5,0.06462104046219909
K05101.01,436.18813,1.64,118.0,0.0639576942304111
K05910.01,91.240335,1.75,206.1,0.06392059804863935
K05030.01,411.8969,2.61,502.8,0.06343376205881861
K05506.01,641.60204,1.61,237.3,0.06302062563613098
K06173.01,214.013044,1.54,123.2,0.06283779413849774
K05851.01,322.221973,2.18,465.6,0.06094425106498909
K05835.01,474.96952,2.44,595.0,0.06064507490975651
K04333.01,309.25581,2.18,421.4,0.0595773010587848
K00423.02,360.477635,11943.8,604.0,0.05921065140052454
K05876.01,189.456089,2.2,453.0,0.05906659200570273
K05671.01,190.905243,1.73,227.1,0.058394440608384376
K02086.04,335.56311,1.83,158.0,0.05834506342659328
K05188.01,455.195496,2.09,293.6,0.057935162425367205
K00820.01,4.64090031,30.09,2450.6,0.055363013653296725
K06245.01,144.102562,1.67,171.3,0.05515169794839005
K05164.01,209.967521,1.16,120.0,0.0547238852009404
K06239.01,406.496216,1.77,380.2,0.05435084474212022
K06120.02,205.41415,1.67,283.8,0.052673512888869824
K06542.01,0.8867443,,,0.052470067565538264
K05528.01,201.621794,2.02,480.0,0.05220700527596532
K05176.01,215.732414,1.26,208.2,0.05153315962111301
K07360.01,4.0953585,7.76,226.8,0.050452615831716896
K05598.01,376.934014,2.13,382.4,0.05020185416132066
K05938.01,545.205601,1.66,199.7,0.05012069070072636
K05949.01,559.785594,1.88,274.8,0.049925171439677916
K06176.01,143.09688,1.48,125.0,0.045971133986412574
K05657.01,284.699924,2.0,371.1,0.04283387898864336
K05806.01,313.82752,1.26,168.0,0.041733125684376766
K05666.01,182.453195,1.26,184.0,0.04002587949309183
K07865.01,0.518060209,61.49,2258.4,0.04000135509919168
K04878.01,449.01499,1.04,94.2,0.03970000509043887
K06884.01,2.42186898,,,0.03841760347845438
K05165.01,369.73011,1.66,274.8,0.03599211677682379
K00841.05,499.47338,3.71,1662.0,0.03536757585081289
K05737.01,376.24253,1.32,185.7,0.033520282930701695
K01198.04,1.00861677,,,0.033303635701748
K05638.01,290.02002,1.56,172.5,0.028174817121842857
K03456.02,486.12702,1.18,120.6,0.0257063991862186
K05645.01,580.85326788,,,0.017496524708680943
K05467.01,502.8356901,,,0.010743886821654018
K01356.01,384.02570682,,,0.010551187410502665
K05644.01,378.93139106,,,0.010551187410502665
K05977.01,49.49059818,,,0.0099162838754336
K04969.01,59.14382117,,,0.00951929974413882
K05916.01,100.41475198,,,0.009132216479631056
K06150.01,48.9528113,,,0.009132216479631056
K04568.02,48.04066636,,,0.009132216479631056
K05926.01,26.46288074,,,0.009132216479631056
K05905.01,35.6606167,,,0.009031343314942632
K04960.01,47.82278681,,,0.008484162949303448
K06239.02,491.61516814,,,0.008459362895681994
K05431.01,43.08410127,,,0.00824961720876693
K05533.01,113.05980069,,,0.008098932292051416
K01940.02,6.73679732,,,0.008056257050643468
K06216.02,46.07931317,,,0.007955170482055098
K05795.01,19.11280242,,,0.007756989401132922
K05936.01,48.38798413,,,0.007756989401132922
K00364.01,173.92851338,,,0.007627509434065961
K05367.01,502.98283916,,,0.0073904175261231275
K01677.02,8.51170088,,,0.00697080898869681
K05422.01,360.64485255,,,0.006878677353254754
K05966.01,478.79185021,,,0.006608691419947427
K05266.01,37.71508287,,,0.006584881147256394
K06202.01,47.25643291,,,0.006124788430016775
K02640.01,33.18089453,,,0.006014424636246917
K06176.02,73.4567573,,,0.005886954515388101
K04396.04,437.51586139,,,0.005822757040101343
K01445.03,20.01959599,,,0.005369750507374756
K06238.01,197.05431574,,,0.005350255548421155
K05931.01,115.19952922,,,0.0048422568817334125
K05785.01,70.31252504,,,0.004710222672101727
K02311.01,191.86419296,,,0.004642133253964387
K02311.02,13.72549689,,,0.004318917904394913
K05656.01,169.84787744,,,0.004310816459902311
K06237.02,47.14404783,,,0.004199210129563715
K05425.01,39.42516213,,,0.00383533306983657
K05160.01,258.63797782,,,0.0036959801268389545
K06216.01,26.40805532,,,0.003637746203801139
K05022.01,117.26808432,,,0.0036339483656474725
K06242.02,76.83994597,,,0.0036134984678969613
K05006.01,126.51457638,,,0.003560184061235491
K04932.01,19.12788374,,,0.0035450506735863682
K05035.01,115.23145073,,,0.0035450506735863682
K01316.02,12.37679312,,,0.003495740884299005
K06180.01,28.201998,,,0.0034942115030644786
K06242.01,212.43503674,,,0.0032418710903434453
K05836.01,202.18722766,,,0.003071673962655489
K06210.01,51.85656556,,,0.002751349094783348
K06127.01,114.27173902,,,0.002751349094783348
K06097.01,93.05654364,,,0.0025688008342422725
K05264.01,52.69092296,,,0.0025688008342422725
K05857.01,388.03884851,,,0.0024763986503625545
K05935.01,416.87893121,,,0.0024763986503625545
K06142.01,69.64679311,,,0.002362078684212324
K00129.02,143.21109362,,,0.002300251340693682
K05955.01,96.32561456,,,0.0022587212871493395
K05759.01,284.94212784,,,0.002208635712561788
K06224.01,91.20573037,,,0.0021999803214217597
K01739.01,220.65651253,,,0.0020293134601722875
K05352.01,270.1430241,,,0.0020293134601722875
K02339.02,65.18703725,,,0.0018694508765783153
K05437.01,213.63312404,,,0.0017420941967891213
K06142.03,86.13201864,,,0.001686201563378148
K05882.01,55.01469183,,,0.001686201563378148
K02323.01,58.35512552,,,0.0016017600106782743
K04030.02,163.51489847,,,0.0013291886034339337
K05821.01,113.71363032,,,0.0011935737557441397
K05872.01,46.16051579,,,0.0011935737557441397
K01922.02,15.09521323,,,0.0011935737557441397
K05951.01,194.25835342,,,0.000960368090613421
K06115.01,168.66934782,,,0.000960368090613421
K05807.01,236.09799849,,,0.000960368090613421
K05946.01,183.38048452,,,0.000960368090613421
K03504.02,140.24408749,,,0.0008624854583143033
