kepoi_name,koi_period,koi_prad,koi_depth,planet_prob
K07970.01,1.98514635,1.28,233.4,0.9760635147749572
K02962.01,2.17291055,0.93,76.4,0.9759595629167593
K04590.01,9.54060855,1.75,462.0,0.9759318324375624
K07774.01,6.32589574,1.14,192.5,0.9758178493684542
K06960.01,4.88698386,1.2,125.4,0.9758038837892163
K02585.03,7.87845756,0.78,44.1,0.9756395918510412
K02523.02,2.61090223,1.8,222.5,0.9755643112941395
K07976.01,5.82561701,1.21,142.8,0.9754874573393593
K03815.01,4.7425521,7.27,3583.0,0.9753886702238602
K03991.01,1.570592397,1.37,214.4,0.9753758380641699
K06399.01,6.76890076,1.24,123.1,0.9750607464800004
K01015.03,16.9972894,3.14,225.0,0.9749693292107099
K06368.01,9.4588054,1.78,270.0,0.9749570575017682
K03089.01,0.858546796,0.88,106.1,0.9749065617189929
K04657.02,10.4314847,0.77,59.1,0.9747339988384645
K02439.02,7.5017934,1.32,134.8,0.9746042770191129
K04837.01,5.38613715,0.86,169.3,0.9745598004239503
K06579.01,2.6528082,1.17,153.1,0.9744385566074956
K02722.05,16.5340022,1.17,89.2,0.9744184165704801
K04799.01,12.0729757,1.69,99.5,0.9743725354678978
K00683.01,278.1243979,5.86,2297.8,0.9741387514071064
K04482.01,5.38299284,0.78,35.1,0.9740507587387557
K04715.01,53.285584,1.44,158.6,0.9738185486577663
K07762.01,8.5073512,1.38,209.5,0.973726653350175
K04906.01,4.8608059,1.21,252.1,0.973695752969745
K03878.02,15.3573445,1.42,117.1,0.9735960804622761
K06145.03,7.3138454,2.73,247.7,0.9735016913325114
K04597.01,4.82025124,0.78,94.1,0.9732611043004933
K06731.01,3.84615171,1.14,137.1,0.9732423387251623
K03077.02,7.55842923,1.46,361.1,0.9730158428474287
K03065.01,0.896382269,1.0,136.4,0.9728044185507493
K06557.01,6.63448023,1.04,71.2,0.9727768691117086
K00005.01,4.780327581,7.14,960.8,0.9727551241893228
K04776.01,7.5861587,1.07,116.8,0.9726157866028686
K03367.01,25.3736543,1.88,372.9,0.9725755795987897
K04524.02,4.52628739,1.02,99.6,0.9725345253583894
K02859.04,2.90512019,0.57,61.2,0.9723515688483034
K07479.01,7.1969168,1.1,47.1,0.972307332080746
K03508.01,190.800788,1.67,287.6,0.9722862619542622
K06680.01,5.52507406,0.8,61.5,0.9722833230738257
K07007.01,0.800263219,0.77,170.5,0.9722735941559173
K05278.01,281.5921577,7.22,9312.0,0.9721636111164859
K00266.02,47.7439509,1.74,96.9,0.9721533751990279
K04389.01,16.3368863,1.27,225.9,0.9720636968964741
K01431.01,345.1589354,7.79,5087.9,0.9719579909169479
K04691.01,3.3879165,1.09,78.6,0.9717965504267124
K06983.01,7.7021729,0.85,74.6,0.9717642613568341
K07434.01,5.704593,0.95,129.9,0.9716558322718061
K06892.01,17.5806026,1.87,138.8,0.9715258577105341
K02209.02,35.502865,2.18,115.9,0.971256755965779
K06617.01,8.0018897,0.9,102.7,0.9712078267853091
K05762.01,12.63063129,1.37,300.8,0.9709990319004931
K03495.02,6.685438,1.25,89.2,0.9707713766756397
K06259.01,4.78113942,1.14,105.8,0.9707232748525086
K04904.01,3.5944891,0.98,89.9,0.9707148289768077
K06931.01,2.54031121,1.2,173.3,0.9704612954352754
K05040.01,29.6094263,2.87,224.9,0.9703451347884156
K00430.02,9.340538,0.84,200.8,0.9701986422359203
K03112.01,2.118893997,1.41,311.4,0.9700466682976249
K04548.01,61.083322,1.61,227.5,0.9698044258393579
K02859.03,4.28886792,0.57,59.3,0.9696345621931837
K04287.02,9.6183111,0.85,25.0,0.9694683849337767
K03437.02,34.7496038,3.51,227.1,0.9693450707449962
K00255.02,13.6032081,0.75,180.5,0.9693197808846628
K02248.04,2.64622742,0.99,155.5,0.9691198922428017
K01843.02,6.35585682,0.86,176.6,0.9687904346950882
K00647.02,8.1134681,0.92,40.5,0.9686038050078891
K04575.01,201.325036,1.98,125.4,0.9685090202488285
K04938.01,55.180772,2.37,474.6,0.9684321345609823
K02199.02,3.05293416,1.18,227.5,0.9684002557846982
K07327.01,17.9908273,1.88,660.0,0.9683155394025498
K04260.04,84.799829,1.16,56.1,0.9679674896336615
K02797.01,0.868122253,1.65,231.3,0.9679457845935783
K04296.01,2.49385348,0.59,46.9,0.9678606229523209
K01127.03,2.83668931,1.19,166.1,0.9677879353901416
K03496.02,8.5433774,1.58,75.1,0.9677424432350301
K02357.02,15.9042402,3.79,444.8,0.9669265940451682
K04577.02,3.07365139,0.79,90.5,0.9668807326063399
K01839.02,80.4103783,4.93,591.4,0.9663555429142235
K07162.01,5.1581317,2.02,37.9,0.966340799784749
K06980.01,6.29340543,1.08,96.4,0.966192480080306
K04651.01,1.19260017,0.77,58.0,0.9659608438210981
K06994.01,4.25907841,0.7,28.1,0.9659444652539511
K01427.02,4.88446644,0.84,221.0,0.9658847568803807
K04136.02,4.03357434,1.23,66.2,0.9658080241207915
K07471.01,5.29655591,1.3,135.4,0.9656254249385747
K02959.01,16.1558656,2.04,731.3,0.9654441983602035
K04764.01,31.4202111,1.45,390.5,0.9653072560387068
K07687.01,23.266633,2.66,49.9,0.9652062396866244
K05929.01,466.002988,4.92,2363.6,0.965206058860324
K07197.01,1.74145041,1.46,370.6,0.9651462771581673
K00605.02,5.06546874,0.62,121.1,0.9650854745988605
K01466.01,281.5628889,10.83,21012.0,0.9650805369831036
K00593.04,240.192808,2.68,605.8,0.9650642572662389
K03068.02,6.65171459,0.84,151.5,0.9649821874416556
K04301.02,6.31915999,1.04,34.4,0.9648558314595876
K04849.01,3.19938075,0.62,76.1,0.9648524048642632
K07681.01,6.05552018,0.92,134.6,0.9645974195332482
K07232.01,1.96682825,1.18,214.3,0.9645411543708214
K07088.01,2.68814059,0.92,145.2,0.9644337098367203
K04735.01,2.87998334,0.85,116.5,0.9643490134452607
K05855.01,217.792748,6.15,1487.0,0.964157749401031
K07279.01,11.7728146,0.93,77.1,0.964009040285977
K07125.01,7.918267,0.93,83.7,0.9639892401066583
K07834.01,7.3812344,1.0,104.5,0.9639819242803234
K02163.03,28.2251049,1.59,201.3,0.9639813497102239
K05249.01,19.4534296,1.25,149.0,0.9638957490156984
K06878.01,2.405625303,1.11,163.5,0.9635778599149982
K04523.01,5.68251605,1.03,81.2,0.963458328830737
K06342.01,8.1770751,0.83,44.3,0.9633175349744016
K04780.01,6.60180003,1.25,213.4,0.9631471050316522
K01239.02,3.17405898,2.09,282.2,0.9628774419488036
K02018.02,16.0988294,1.14,160.2,0.9627011452826768
K03500.02,4.7482669,1.57,35.6,0.9626118729929795
K04885.01,9.33955596,2.67,245.1,0.9625353667532001
K05842.01,57.7749373,1.85,283.6,0.9622317890212125
K07704.01,5.4398033,1.0,85.5,0.9621433437900616
K03224.01,3.43861067,1.01,46.8,0.9620574778376202
K01480.02,7.00447892,1.19,231.4,0.9620139230082936
K01964.01,2.229326354,0.6,49.1,0.961938626442959
K05007.02,80.881757,2.27,142.7,0.9619293819592624
K04810.01,115.238544,3.17,516.7,0.9618978230782661
K01083.02,4.57797412,0.96,125.4,0.9618648931828815
K08054.01,43.9088053,7.33,297.8,0.9617552642062435
K04288.04,13.9509565,0.75,35.7,0.9613383030605314
K04663.01,5.65690281,0.74,32.2,0.961158472552594
K04421.01,4.72693131,0.61,26.2,0.9611056147695363
K04895.01,12.460565,1.1,143.9,0.9610739756365918
K01793.01,3.261759866,8.01,3876.1,0.9609515752207983
K03348.02,17.7189786,1.44,176.8,0.9609502934191352
K03343.01,83.2664103,2.89,620.0,0.9609352589193376
K05901.01,61.611129,1.29,82.9,0.9607248346186326
K00868.01,235.9986399,10.59,20714.6,0.9603281880320771
K08055.01,4.40660737,0.86,70.7,0.9602412732805716
K05512.01,8.5852872,3.02,1406.0,0.9601207230514475
K04797.01,9.97202023,1.26,329.7,0.9598173022574387
K04603.01,15.9513866,1.17,99.2,0.9596755321973228
K01404.02,18.9060921,0.87,375.6,0.9594721055341981
K02871.04,7.9788198,0.99,83.8,0.9594441495598994
K04643.01,5.59346375,1.43,236.5,0.9594325599807085
K04443.01,5.67577999,1.22,51.2,0.959150698531212
K05632.01,264.466625,2.61,437.3,0.9590733023006033
K04834.01,3.74099144,1.85,34.3,0.9590638600398371
K05833.01,440.171272,5.97,783.5,0.9589160739291704
K00064.01,1.951082219,10.35,1151.8,0.9589043342079682
K06353.01,10.0714369,1.98,49.5,0.9586789513747614
K01519.02,57.132855,1.81,414.1,0.9586020265572328
K06120.01,90.097375,1.7,282.6,0.9585827410321897
K02828.02,505.462916,3.46,1724.0,0.9585216611870383
K07773.01,2.69339974,1.04,147.5,0.9584631426187552
K05288.01,29.5632952,1.9,532.8,0.95842240361619
K02052.01,4.22464216,4.31,987.0,0.9584193594857654
K07003.01,2.41194057,1.35,67.3,0.9582971473622088
K06978.01,3.07551068,0.84,46.1,0.9580164205582329
K06352.01,5.11683678,1.16,161.4,0.9580152285598139
K05552.01,295.958914,2.1,464.1,0.9579226704253287
K08043.01,10.7781558,1.24,121.3,0.9578580688616645
K04857.01,4.11497357,1.17,154.1,0.9577309922250995
K04957.02,4.98792404,0.73,346.2,0.9575865564470454
K06532.01,0.813998812,1.36,183.4,0.9575214540281055
K01996.02,7.07394528,0.84,228.3,0.9574077752165226
K07835.01,3.76565247,0.87,92.4,0.9573118373421556
K04504.01,4.13029832,1.44,325.3,0.9572742643498373
K07345.01,377.501257,2.16,541.4,0.9572197295005636
K07644.01,3.39904814,0.81,69.6,0.9571080037111693
K08053.01,9.9105786,1.19,99.5,0.956975574358525
K04587.01,6.36283414,1.12,159.4,0.9566264426571375
K04577.01,105.997107,1.83,430.8,0.9565610468876035
K04861.01,29.1206519,1.6,415.5,0.9564309826109016
K06217.01,7.7016694,4.44,155.7,0.956230359570982
K03801.01,288.3128666,13.21,11181.0,0.9560236080312731
K02750.01,174.636181,11.12,2500.9,0.9558649753295568
K05597.01,7.77710639,0.73,77.4,0.9554117834711298
K07587.01,366.088938,2.57,537.9,0.9551410373073335
K05117.01,33.3726538,1.95,618.4,0.955071923974801
K04235.01,66.6434565,2.99,277.3,0.9548427295606297
K02925.01,0.716531851,1.11,78.9,0.9545452541890745
K00521.02,10.8206034,1.19,116.7,0.9543795118327639
K02612.02,7.57299816,0.53,30.2,0.9542844569869056
K06164.01,29.5126153,1.84,188.2,0.9540669615518282
K02639.01,25.1123362,2.22,398.8,0.9540292032987819
K07489.01,0.565713361,0.81,86.4,0.9538828900257766
K08052.01,7.8687123,1.73,89.1,0.953748186945835
K07376.01,1.284241817,1.18,166.5,0.953493530417793
K03473.01,27.63714708,6.96,735.5,0.9534233813073437
K07291.01,25.9136674,3.37,109.7,0.953059611842924
K04820.01,14.7401061,1.48,238.0,0.9530279922712712
K07032.01,3.64049242,0.61,42.1,0.9530119096658289
K06750.01,5.21395046,1.24,78.5,0.9529279044224366
K02590.02,22.7909233,1.38,53.6,0.9529172693235487
K04622.02,4.50158249,0.73,175.7,0.9526263722250182
K04713.01,8.7963166,1.36,96.5,0.952612921815414
K03226.02,6.93650854,1.51,88.7,0.9525669728367964
K03462.01,12.4326997,1.88,240.3,0.9525577487002472
K07445.01,6.933574,1.3,276.7,0.9521994311399252
K04602.01,2.85855049,1.23,85.4,0.9521483612599212
K04656.01,3.8183717,1.39,50.8,0.9520704856811968
K07041.01,8.3613732,0.79,104.7,0.9519583878439051
K08026.01,7.7529342,0.93,72.1,0.9519211314475423
K02949.02,3.75030469,0.87,35.5,0.9517053603300437
K04655.01,17.543847,1.15,196.3,0.9516505572937564
K04657.01,7.57600886,0.54,49.0,0.9516403328805205
K03225.01,4.8754765,0.8,39.6,0.9516129448268685
K04363.01,18.22211768,7.45,2318.0,0.9514058832665103
K02103.02,3.66520844,0.82,65.8,0.9513767877900764
K07924.01,0.770658979,0.68,83.5,0.9512553515734783
K02924.02,8.85686712,1.88,319.2,0.9511987787135007
K01627.03,3.80675878,2.75,231.9,0.9511715047895432
K03263.01,76.87935893,7.71,21272.0,0.9509765060102007
K04212.02,10.0989634,1.03,57.0,0.9509763123384365
K07320.01,8.50207749,0.75,117.3,0.9507146839388234
K04361.01,75.8781344,3.39,1054.0,0.9499840547872314
K08076.01,71.10684,1.42,128.4,0.9498631158632863
K07215.01,3.90735046,0.83,109.3,0.9497610975743199
K05909.01,7.07987663,1.36,309.8,0.9496939049305303
K03184.03,4.02018903,0.6,18.5,0.9495727982127757
K04399.01,42.1003351,1.42,214.0,0.9493894461077578
K02666.01,64.034363,3.47,758.8,0.9492099167695621
K05433.01,237.819002,2.55,614.2,0.9491080357862856
K04274.01,1.97507424,1.08,130.5,0.9490220641080112
K04496.01,96.384483,2.41,591.0,0.9489745787401205
K07796.01,3.52364689,0.94,74.2,0.9489505150078408
K03209.02,6.77067637,1.9,65.8,0.9489159582911858
K07506.01,11.8436119,1.41,199.3,0.9487390892289739
K02564.02,17.6637979,2.98,67.9,0.9486288562118987
K03462.02,30.9902997,2.21,321.5,0.9480075381624415
K07678.01,13.0914878,0.79,37.5,0.9479804040045656
K04686.01,11.8299383,1.6,41.4,0.947956370641801
K06191.02,12.7713826,1.26,141.8,0.9477949326801324
K07378.02,56.391062,3.58,2042.0,0.9477098598596727
K05677.01,20.5142642,1.14,153.2,0.9475726083873792
K05297.01,8.0906952,0.8,82.4,0.9474516699683143
K06546.01,3.39401963,1.03,98.4,0.9473208983993506
K02243.03,31.4452709,4.55,531.1,0.947122698786063
K06993.01,13.8086331,1.09,207.1,0.9470453878356582
K06687.01,1.002591901,0.87,143.2,0.9469646777297966
K08039.01,43.9438891,1.12,154.8,0.9469428916628277
K05418.01,14.2673439,1.21,217.5,0.9469082569887705
K07252.01,10.2170589,1.17,121.3,0.9468699065572596
K02563.02,6.2614227,0.81,51.4,0.9467018106759267
K02593.02,9.5539134,0.68,26.8,0.946666567157925
K07928.01,1.12625975,,,0.9466378167180042
K04367.01,170.995748,4.9,477.1,0.946532173033316
K07641.01,3.79437277,1.36,83.2,0.946497042521177
K04749.01,1.97650073,0.97,112.5,0.9460145850162331
K07116.01,2.52557582,0.62,35.4,0.9454111593510025
K05732.01,39.399926,1.52,341.4,0.9452848088387005
K04716.01,5.8943338,0.61,28.9,0.945266784630792
K04103.02,14.2378417,1.1,193.0,0.9452353702331012
K02370.01,78.7327023,7.76,495.8,0.9444633022940563
K01613.02,94.094392,0.9,46.6,0.9443649015323934
K06970.01,40.7698541,1.87,239.8,0.9441642726792551
K03083.02,6.2321233,0.61,31.7,0.9441398935478058
K07427.01,7.8935324,0.78,47.6,0.944086889300343
K02607.01,0.754457729,2.07,248.2,0.9440513500875518
K01268.01,268.9410974,13.57,9010.2,0.9439158906405375
K06954.01,6.613671,0.91,32.8,0.943751888062696
K04823.01,4.96504981,1.51,50.7,0.9434126579342469
K00566.03,42.068554,1.32,186.3,0.9432985605206172
K06267.01,13.8911152,1.12,204.9,0.9431292895936233
K02906.02,145.881936,1.8,156.9,0.9429983688258202
K07679.01,1.8679943,0.7,73.4,0.9429969855443164
K00238.03,362.97828,1.96,260.6,0.9429664276729216
K06329.01,12.4701111,2.06,89.7,0.9428261640565136
K04146.02,2.5738437,0.57,46.6,0.9428159930131947
K02851.02,1.23935745,1.5,150.9,0.9425957502692641
K05071.01,180.4118581,8.86,4268.0,0.9425472619395708
K07426.01,6.96197304,0.97,151.3,0.9423075923479952
K03196.01,4.96061094,0.59,20.4,0.9420333018511303
K04859.01,7.5019743,1.19,248.0,0.941921549240465
K04377.01,19.8751355,2.49,109.0,0.9417578917106953
K07635.01,60.458443,1.59,175.2,0.941652641982424
K06890.01,2.15888911,0.72,102.4,0.9415254489713175
K06274.01,18.1772927,1.5,213.1,0.941400485692171
K06849.01,12.54474243,1.88,263.1,0.9412960873884388
K00684.01,4.034914368,6.95,800.1,0.9411946748599496
K07978.01,7.2681817,1.66,46.7,0.9404447182926639
K04021.02,4.93211932,1.02,50.5,0.9403104531893274
K07404.01,1.817079849,1.39,204.6,0.9402381267568819
K01242.01,99.6442783,8.48,3215.6,0.9399072468837922
K04637.01,4.37992345,0.81,15.5,0.9398660831728828
K05688.01,14.5555096,2.03,725.0,0.9398637849924887
K07648.01,1.183505016,0.8,116.6,0.9398343745886992
K07850.01,66.119119,3.0,862.0,0.9397257892217895
K05515.01,6.263491873,6.46,2829.0,0.9396953918289798
K03019.02,2.012094,0.99,74.8,0.9395607604650767
K04804.01,21.08678557,2.08,499.6,0.9393846228712628
K00566.02,14.1573717,1.1,130.0,0.9391671992328868
K04009.02,77.792718,2.17,287.9,0.9390226506180244
K04852.01,1.89873195,0.93,78.0,0.9387686708695382
K04136.01,2.41750021,1.19,58.2,0.9384943601182674
K05169.01,21.3684341,1.72,492.8,0.9383221311022018
K07220.01,1.057080807,0.97,60.6,0.9382221612949945
K07272.01,14.1011023,1.26,108.2,0.9380490436743996
K04999.01,65.752109,2.0,382.5,0.9380167888334263
K03811.01,290.1401717,11.58,4836.0,0.937822927184706
K07133.01,82.78482,2.16,190.4,0.9378102739111822
K02421.01,2.27050106,0.55,106.7,0.9376430567238394
K07209.01,8.2553499,3.28,54.5,0.9376231398034639
K07144.01,0.839907158,0.92,119.6,0.9374577098585545
K02796.01,0.5374094,0.96,94.2,0.9372883848398904
K05310.01,22.2903562,1.13,130.4,0.9372773667238194
K04581.01,6.0059966,0.73,39.2,0.9371242888352536
K02369.03,7.2274321,1.28,173.3,0.9368690864421506
K02288.01,38.103908,4.08,961.1,0.9368505171946013
K02519.01,4.790912471,2.25,360.7,0.9363547084675239
K06375.01,2.90805147,0.97,103.1,0.9360688324299367
K02324.01,1.204686597,1.55,233.2,0.9358359777908686
K04421.02,6.5595368,0.62,26.3,0.9344160253143946
K04385.03,17.3695112,1.45,314.0,0.9344124588682371
K03236.01,7.13044117,1.18,31.9,0.9343581776728799
K07905.01,7.4751841,0.85,28.1,0.934300437545607
K02174.04,3.01609637,0.96,196.3,0.93387262958008
K04519.01,148.568877,5.97,404.4,0.9337005472798345
K06299.01,0.947554749,0.67,65.4,0.9335792378106563
K01622.01,69.8347983,3.51,266.6,0.933450708551163
K05964.01,32.033211,0.85,71.3,0.9334268402737672
K07182.01,6.853888,1.74,653.8,0.9332426009710808
K05440.01,74.624063,1.75,346.9,0.9332037425157506
K06777.01,13.4450174,1.08,196.2,0.933161389134635
K04541.02,17.236085,1.98,330.0,0.9327367664140763
K05917.01,41.9934673,1.56,293.7,0.9325639141383696
K03480.01,11.9378354,1.15,246.0,0.932461724885519
K04504.02,8.119343,1.5,350.4,0.9321956629394557
K04771.01,142.703888,1.95,225.5,0.9321787218526164
K02184.02,95.906433,2.17,836.2,0.9321441728504299
K05459.01,53.554546,3.1,127.6,0.9319700107300655
K04846.02,32.526674,1.26,204.9,0.931923677584334
K05874.01,287.33114,2.07,406.7,0.9315597033172598
K01499.02,0.840594032,0.62,49.8,0.9315302001271554
K07764.01,227.83457,2.83,155.3,0.931370678022166
K04325.01,0.609926502,1.12,133.8,0.9310117022302531
K04775.01,16.4491515,2.75,70.9,0.9306112829824525
K04896.01,19.5945772,1.18,129.3,0.9303936441380489
K04192.02,32.0273169,1.14,161.7,0.930175638506048
K02029.04,4.78850084,0.63,66.5,0.9301347277337555
K06907.01,4.60687717,1.14,258.7,0.9297950732418411
K06776.01,28.655498,1.45,173.6,0.9296807695954716
K05331.01,31.5034587,1.17,210.6,0.929435378362395
K06191.01,9.7043379,1.19,129.0,0.9293863704917413
K00548.02,6.0799457,0.86,55.1,0.9290464940532702
K07630.01,16.2982201,0.78,199.0,0.928998951801257
K04383.02,2.58393841,0.77,49.4,0.9287148057177592
K02623.02,4.02664625,0.68,30.0,0.928679724649518
K02696.02,44.5643831,5.8,360.5,0.9285910991190347
K06301.01,50.271927,2.94,574.5,0.9285623411434294
K06276.01,3.09872834,0.64,248.0,0.928253854954632
K04907.01,4.04481159,0.67,33.0,0.9278018846413641
K02696.01,96.4562198,9.1,950.5,0.9277858853483157
K00735.01,22.34213536,5.19,2264.4,0.9277088444822194
K06209.02,7.72966941,2.1,426.7,0.9276061130082117
K07925.01,4.6318914,0.64,50.9,0.9271291873117214
K07712.01,4.8302364,1.06,22.5,0.9269573749323873
K07875.01,21.9711574,1.32,178.1,0.9266525209855019
K01193.01,119.0624882,10.4,5372.3,0.926593054155417
K04839.01,21.8420304,2.01,79.5,0.926107663817066
K07849.01,5.0263815,0.84,77.2,0.926062432517344
K01547.01,30.69395532,13.72,18121.0,0.9260193491734613
K05321.01,215.634356,1.92,148.0,0.925951094496631
K07236.01,14.461834,1.05,80.2,0.9259438250536628
K04692.02,7.6720844,0.72,75.1,0.9255246949602948
K04395.01,1.920062587,1.12,226.8,0.9255088600178425
K04487.01,3.48754109,0.72,85.1,0.924670184563757
K05207.01,18.9828305,0.72,49.1,0.9244091945414535
K05279.01,103.722152,1.95,296.9,0.9242869281688721
K05332.01,22.2381062,1.09,104.2,0.9238044215321882
K08035.01,29.4856392,1.46,105.0,0.9237173735482893
K02421.02,4.02321842,0.48,81.2,0.9237140373517211
K05845.01,22.2659599,1.18,61.3,0.9236472917389406
K03091.02,7.9069765,1.13,126.1,0.92328754360439
K07833.01,172.820248,2.22,549.3,0.9224850785560597
K07270.01,19.2532128,1.42,219.3,0.9222932621579092
K08276.01,385.858683,3.23,548.4,0.922238493296301
K04826.01,1.141148847,1.67,73.1,0.9221118818381487
K04896.02,49.537365,1.48,201.7,0.9219073952630197
K04554.01,8.0772455,2.61,79.2,0.9218117711836352
K04580.01,6.30432354,1.23,40.0,0.921809946195692
K07668.01,2.5093344,1.47,184.3,0.9218029167760012
K04773.02,11.1438086,0.75,41.7,0.9213416635269194
K06568.01,6.27651592,0.65,166.0,0.9210160246506166
K04667.01,152.823896,2.45,456.2,0.9208762540023782
K08280.01,66.67305,2.64,472.1,0.9208248705928711
K02683.01,126.4451275,4.49,3252.5,0.9206421078209801
K04251.01,6.23968392,1.55,155.9,0.9205782874016412
K07951.01,0.862329309,1.09,140.9,0.9201291476113628
K05761.01,6.13292733,1.56,58.7,0.9200766698007347
K03344.03,208.54335,2.84,614.6,0.9200159432821812
K06666.01,1.118510435,0.75,72.7,0.9192049223298038
K06582.01,2.43135542,1.07,123.6,0.9189373698375856
K07940.01,188.881049,1.86,325.8,0.918930341366242
K00554.01,3.65849707,14.61,4398.0,0.9187253109559147
K08011.01,0.93420696,,,0.9187186287826817
K03083.03,8.2942929,0.65,36.8,0.918400599514589
K02449.02,0.912351255,1.46,111.8,0.9183532858017459
K03416.01,11.8237228,1.25,212.7,0.9183277809077303
K04178.01,7.016016,1.72,169.0,0.9182784877913577
K04750.01,36.721576,1.93,538.2,0.9169583465121285
K02263.03,15.5943758,1.08,95.4,0.916684741879756
K05211.01,3.5645249,0.6,53.9,0.9164291492600887
K04892.01,21.3761817,1.08,104.0,0.916365226667591
K07359.01,4.237447181,2.26,350.1,0.9155937045404234
K07361.01,0.92623983,1.16,411.4,0.9154996527818622
K02700.01,0.910020582,1.12,358.1,0.9154981332882447
K00802.01,19.620346923,13.6,21724.6,0.9149317683170436
K06689.01,3.37116682,0.98,71.4,0.9144632445038735
K02321.02,36.2530992,1.43,152.1,0.9141505417436349
K07148.01,1.7613778,2.32,359.3,0.9133787247567168
K07023.01,2.71772323,0.72,70.3,0.9126477833979358
K08082.01,8.2766028,2.48,73.1,0.9124873373127802
K04838.01,13.2965044,0.88,133.4,0.9120739240007255
K06739.01,19.164111,1.11,215.9,0.9117805622902043
K00716.01,26.89316101,6.78,2193.2,0.9116183989009738
K07157.01,23.9830523,1.17,83.2,0.9115453277226128
K04545.01,0.849362238,0.85,114.9,0.9113959634530173
K07990.01,87.487573,1.87,528.7,0.9111800926991653
K02874.01,0.352515897,1.0,168.2,0.9104792722452144
K05974.01,4.76815507,0.49,61.0,0.9100020010549005
K04563.01,54.333582,1.7,152.0,0.9099218948868146
K04388.02,61.858947,2.47,70.8,0.909844051925011
K07169.01,10.5113779,0.72,29.9,0.9090566624235545
K02807.01,3.375716723,2.34,175.7,0.9080909310226624
K07636.01,0.702739679,0.73,65.1,0.9071452025650024
K06786.01,455.62395,3.0,1112.1,0.9070896805986257
K05895.01,11.8307724,1.16,136.0,0.9066636893877702
K06293.01,5.88836941,1.21,119.9,0.9061916218990751
K05411.01,11.1734401,1.4,61.3,0.906097738025133
K01920.02,10.1384691,0.74,92.8,0.9060616270405186
K07676.01,5.3694084,0.62,40.0,0.9055170236078771
K07693.01,6.41097179,1.4,233.5,0.9049672690985711
K04405.01,8.9172863,1.39,196.3,0.9046966653499553
K07258.01,2.4376438,0.79,27.1,0.9044407366861862
K04209.01,9.9092109,2.35,942.0,0.9040324353928578
K03486.01,19.0689513,1.63,169.3,0.9027984272227633
K00649.02,10.2090268,0.92,36.7,0.9026617421130315
K08159.02,353.01861,2.25,375.1,0.902615435282094
K01303.01,34.2966363,3.29,696.6,0.9019099039575127
K07223.01,317.062416,1.59,442.9,0.9013478411222686
K03430.01,13.9248005,0.9,195.2,0.9012533329538809
K04875.01,0.912179022,0.65,144.6,0.9012308095045097
K05341.01,15.18575582,2.26,256.7,0.9011909280374382
K04818.01,3.79892774,1.46,47.0,0.8998532613318747
K03444.03,2.63595435,0.5,93.7,0.8993760617702138
K04109.01,0.655939788,1.48,73.0,0.8993273722910442
K07934.01,22.6432436,2.12,550.4,0.8991036730485141
K01815.02,1.74610057,1.24,54.2,0.8987472376080404
K08068.01,9.4640413,1.28,209.9,0.8983699691988271
K06752.01,8.9429645,0.89,233.5,0.8982545970744757
K07780.01,5.3360574,1.52,54.7,0.897916595723053
K07069.01,1.01485981,1.61,243.0,0.896453283255528
K04152.01,64.1862264,8.0,507.3,0.8962512244178001
K07685.02,33.502923,1.08,70.9,0.8958948431650862
K04298.01,2.89494709,1.16,45.8,0.895809215040717
K04145.01,3.25424652,0.96,82.1,0.8957903171630753
K07354.01,43.2675604,1.61,69.1,0.895265687713538
K08157.01,0.58730021,,,0.8950257827581658
K05088.01,49.1782244,1.79,449.0,0.8945331447656675
K04844.01,0.428046051,0.87,126.0,0.894530313326445
K04605.01,7.7859111,0.68,45.5,0.8942489123480419
K07685.01,64.740274,1.35,113.1,0.8936842224902374
K06093.02,27.2497521,4.49,102.0,0.8922149074870994
K00787.03,0.589376952,0.93,80.7,0.8917513072785761
K04871.01,4.08197713,0.6,26.2,0.8915507819417011
K03104.01,1.236866732,1.75,187.2,0.8912082274487364
K03398.03,4.32710579,3.58,84.1,0.8907282285010556
K01118.01,7.37290344,2.67,205.2,0.889994929021034
K05940.01,24.7967294,3.14,970.5,0.8894453697128131
K07670.01,8.4795266,1.18,163.3,0.8886886028430929
K04699.01,3.07714195,1.08,34.2,0.8883565429697362
K06641.01,1.400903699,1.16,136.5,0.888256527237579
K04853.01,17.7412303,1.14,144.7,0.8877610040891326
K03197.01,22.599501,0.96,76.9,0.8869809484129472
K03426.01,58.7701045,1.57,224.4,0.886786518228761
K05336.01,265.741374,3.24,273.4,0.8866986765506014
K04144.01,0.487656278,0.99,109.8,0.8856081292384155
K07846.01,10.5994606,1.28,128.8,0.8854671784569919
K02569.01,8.28157072,1.37,139.2,0.8854564227205901
K04838.03,24.0721647,1.1,177.3,0.8853311795598141
K07894.01,347.97611,1.62,341.3,0.8846521873612126
K04591.01,1.80926734,0.89,98.0,0.8842370829077129
K04730.01,9.07829171,3.69,530.9,0.8841666558174167
K07744.01,11.7201693,1.34,154.4,0.884123930728178
K07711.01,302.779824,1.31,270.9,0.8840508531362574
K01670.01,10.57910009,2.03,329.3,0.8833756485448901
K07842.01,3.11141514,0.7,28.4,0.8827766774624558
K08270.01,338.00692,2.09,544.3,0.8826492130191993
K04157.02,5.215752,0.83,46.8,0.8825823885408547
