kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_impact,koi_model_snr,koi_num_transits,koi_steff,koi_slogg,koi_srad,koi_kepmag
8218379,K01920.01,Kepler-1014 b,CONFIRMED,16.57099265,133.90704,2.9052,644.9,2.03,0.55,40.9,78.0,5483.0,4.589,0.779,14.64
7755636,K01921.01,Kepler-1015 b,CONFIRMED,16.00496657,135.25305,6.5047,377.5,3.71,0.013,49.8,84.0,6384.0,4.029,1.904,12.818
9411166,K01922.01,Kepler-1016 b,CONFIRMED,1.954525966,132.29679,2.0944,392.8,2.38,0.673,43.1,687.0,5741.0,4.331,1.136,15.356
9411166,K01922.02,,CANDIDATE,15.09521323,139.474359,3.41,,,,,,,,,15.356
4989057,K01923.01,Kepler-1017 b,CONFIRMED,7.23400381,137.67742,2.165,453.3,1.78,0.032,34.3,141.0,5411.0,4.523,0.85,14.139
9834040,K01998.01,Kepler-1044 b,CONFIRMED,6.77408984,135.95524,2.6215,520.3,2.5,0.026,33.6,198.0,6246.0,4.433,1.092,15.368
6152974,K00216.01,Kepler-118 c,CONFIRMED,20.172024672,141.209182,3.1488,5368.1,6.24,0.334,226.8,65.0,5064.0,4.474,0.864,14.711
8802693,K02000.01,Kepler-1045 b,CONFIRMED,26.41044199,149.39541,3.0715,991.1,2.45,0.674,31.2,52.0,5448.0,4.613,0.734,15.593
6061773,K02001.01,Kepler-1783 b,CONFIRMED,8.27745764,138.25667,2.713,197.2,2.46,0.261,17.3,166.0,5129.0,3.884,1.781,13.115
10024701,K02002.01,Kepler-1046 b,CONFIRMED,14.37504582,139.05924,3.208,251.1,2.05,0.927,15.7,76.0,5931.0,4.403,1.053,13.286
2579043,K02064.01,,CANDIDATE,6.31219171,136.93315,4.9377,403.7,2.17,0.018,35.6,215.0,6322.0,4.426,1.075,14.959
3239671,K02066.01,Kepler-1678 b,CONFIRMED,147.97391,263.08561,6.854,1267.1,3.33,0.034,26.4,9.0,5578.0,4.44,0.95,14.904
9304101,K02067.01,Kepler-1079 b,CONFIRMED,13.24503482,142.00573,4.4078,156.1,1.77,0.498,35.7,99.0,5636.0,4.147,1.39,12.584
11360571,K02069.01,Kepler-1080 b,CONFIRMED,77.2550726,159.32399,10.214,589.5,3.7,0.837,44.0,17.0,6564.0,4.255,1.356,13.754
6035124,K02071.01,Kepler-1081 b,CONFIRMED,3.85690686,134.47405,2.0808,127.8,0.93,0.466,24.3,347.0,5272.0,4.574,0.813,13.746
8160953,K01858.01,Kepler-985 b,CONFIRMED,116.3311739,173.68887,7.025,1586.3,3.26,0.032,31.5,12.0,5354.0,4.533,0.835,14.767
8160953,K01858.02,,CANDIDATE,86.049055,201.0385,29.28,429.9,2.06,0.2597,8.0,,5733.0,4.432,0.997,14.767
4157325,K01860.01,Kepler-416 b,CONFIRMED,6.31943553,132.22892,3.3422,581.1,2.71,0.775,61.0,182.0,5670.0,4.397,1.022,14.028
4157325,K01860.02,Kepler-416 c,CONFIRMED,12.20951755,360.3204,4.1808,538.1,2.61,0.779,45.5,90.0,5670.0,4.397,1.022,14.028
4157325,K01860.03,Kepler-416 d,CONFIRMED,3.07644709,353.7643,2.6326,216.7,1.61,0.708,29.3,337.0,5670.0,4.397,1.022,14.028
5108214,K01924.01,,FALSE POSITIVE,2.11913005,132.59,4.141,28.7,1.35,0.67,21.5,507.0,5799.0,3.813,2.377,7.837
9955598,K01925.01,Kepler-409 b,CONFIRMED,68.958447,179.08158,3.128,123.3,1.11,0.821,30.0,18.0,5455.0,4.497,0.888,9.439
10723750,K00209.02,Kepler-117 b,CONFIRMED,18.79591276,145.821854,7.5235,2431.4,7.39,0.695,282.3,67.0,6163.0,4.185,1.406,14.274
7219761,K01927.01,,FALSE POSITIVE,47.76397728,165.041066,4.08,,,,,,,,,9.668
5770074,K01928.01,Kepler-1675 b,CONFIRMED,63.0380366,169.12161,7.3702,658.7,2.59,0.021,53.1,19.0,5798.0,4.411,1.019,13.605
10136549,K01929.01,Kepler-337 c,CONFIRMED,9.69315023,132.81362,5.6725,141.8,1.89,0.734,45.1,140.0,5683.0,4.108,1.472,12.727
9851271,K02003.01,,FALSE POSITIVE,8.48031229,135.85319,7.105,351.1,2.58,0.951,37.3,128.0,5910.0,4.364,1.078,14.613
12154526,K02004.01,Kepler-1047 b,CONFIRMED,56.1886436,146.37945,6.5272,346.2,2.56,0.873,35.6,25.0,5700.0,4.327,1.176,13.351
6665512,K02005.01,Kepler-1048 b,CONFIRMED,6.92101452,135.64343,4.3591,529.7,1.48,0.771,39.9,193.0,4461.0,4.661,0.585,14.832
10525027,K02006.01,Kepler-1049 b,CONFIRMED,3.27344784,134.45023,1.7292,262.5,0.81,0.44,34.0,408.0,3758.0,4.769,0.496,14.22
11069176,K02007.01,Kepler-1050 b,CONFIRMED,15.3789014,143.40629,4.662,185.1,2.94,0.359,17.6,90.0,5817.0,3.877,2.153,13.127
10005758,K01783.01,Kepler-1662 b,CONFIRMED,134.4785189,169.28141,5.9288,4033.5,10.52,0.924,149.9,9.0,5791.0,4.185,1.336,13.929
10158418,K01784.01,,CANDIDATE,5.007414194,135.024066,1.3584,4413.9,8.8,0.926,196.6,214.0,5957.0,4.417,1.042,13.592
3128793,K01786.01,,FALSE POSITIVE,24.68662378,137.53976,15.168,8052.3,48.04,0.643,210.9,47.0,4648.0,2.996,5.132,14.633
5864975,K01787.01,Kepler-950 b,CONFIRMED,98.7179332,131.58694,6.593,7320.0,6.99,0.588,124.4,10.0,5808.0,4.583,0.786,15.7
2975770,K01788.01,Kepler-951 b,CONFIRMED,71.52543938,191.69147,5.9189,5904.3,5.76,0.066,111.3,8.0,4855.0,4.542,0.778,14.521
3648437,K01861.01,,CANDIDATE,17.50441726,135.74731,4.2585,725.4,3.56,0.006,47.5,74.0,5815.0,4.16,1.329,13.926
7877496,K00202.01,Kepler-412 b,CONFIRMED,1.72086129,133.0209998,2.0243,10184.5,13.25,0.725,1654.9,773.0,5742.0,4.297,1.215,14.309
7286173,K01862.01,Kepler-986 b,CONFIRMED,56.4349933,151.41082,4.7381,580.0,2.37,0.019,47.7,25.0,5534.0,4.381,1.001,13.668
11126381,K01863.01,Kepler-1673 b,CONFIRMED,33.7888028,153.65384,5.496,649.2,2.71,0.078,36.0,30.0,6202.0,4.436,1.062,13.631
4149450,K01864.01,Kepler-1772 b,CONFIRMED,3.215109385,133.77747,4.365,158.0,1.54,0.954,53.3,418.0,5541.0,4.472,0.934,13.405
10136549,K01929.02,Kepler-337 b,CONFIRMED,3.29276797,133.00741,4.8069,80.7,1.39,0.663,40.8,383.0,5683.0,4.108,1.472,12.727
5511081,K01930.01,Kepler-338 b,CONFIRMED,13.72710334,138.74473,7.3419,199.2,2.38,0.025,62.5,74.0,5951.0,4.017,1.693,12.119
5511081,K01930.02,Kepler-338 c,CONFIRMED,24.3110031,137.0394,8.7682,184.4,2.3,0.146,48.9,43.0,5951.0,4.017,1.693,12.119
5511081,K01930.03,Kepler-338 d,CONFIRMED,44.4304059,143.5462,10.306,238.5,2.61,0.025,50.5,22.0,5951.0,4.017,1.693,12.119
5511081,K01930.04,Kepler-338 e,CONFIRMED,9.34145925,132.38581,6.18,81.7,1.56,0.455,29.4,101.0,5951.0,4.017,1.693,12.119
10978763,K01931.01,Kepler-339 b,CONFIRMED,4.97760447,134.67304,2.5719,287.3,1.75,0.474,27.5,272.0,5353.0,4.358,1.023,14.531
11069176,K02007.02,Kepler-1050 c,CONFIRMED,21.1285655,149.27632,3.852,176.7,2.88,0.36,12.5,58.0,5817.0,3.877,2.153,13.127
8098728,K02008.01,,FALSE POSITIVE,24.4851178,137.6248,4.642,263.8,7.14,0.987,10.9,55.0,6655.0,3.638,2.995,10.8
6152974,K00216.02,Kepler-118 b,CONFIRMED,7.51854537,132.53078,2.845,286.7,1.42,0.13,19.4,173.0,5064.0,4.474,0.864,14.711
2449431,K02009.01,,CANDIDATE,86.7490807,170.29281,9.179,547.1,2.23,0.003,35.7,14.0,5579.0,4.419,0.97,13.82
5631630,K02010.01,Kepler-1051 b,CONFIRMED,25.96190067,138.96908,6.2732,350.3,3.25,0.02,37.5,43.0,6369.0,4.088,1.729,13.2
6504954,K01790.01,Kepler-952 b,CONFIRMED,130.3543929,144.06022,6.474,5128.7,7.7,0.675,103.7,9.0,5970.0,4.463,1.015,15.254
9410930,K00196.01,Kepler-41 b,CONFIRMED,1.855557556,137.181028,2.35672,10570.1,10.05,0.554,1853.8,725.0,5657.0,4.441,0.947,14.465
5731623,K01793.01,,CANDIDATE,3.261759866,131.778858,1.7593,3876.1,8.01,0.949,190.4,352.0,6131.0,4.497,0.945,15.28
6153672,K01794.01,,FALSE POSITIVE,3.364425589,131.66843,1.3261,4843.0,56.83,1.597,32.0,393.0,5813.0,4.589,0.775,15.337
10676014,K01797.01,Kepler-954 b,CONFIRMED,16.78175788,139.79356,3.7386,908.0,2.25,0.502,118.8,63.0,4925.0,4.588,0.742,12.971
9520838,K01866.01,Kepler-987 b,CONFIRMED,105.3035093,207.17015,6.214,1362.2,3.18,0.027,40.6,13.0,5534.0,4.515,0.875,14.986
8167996,K01867.01,Kepler-327 b,CONFIRMED,2.549562652,132.60803,1.6999,495.1,1.11,0.047,43.7,526.0,3716.0,4.74,0.506,15.018
8167996,K01867.02,Kepler-327 d,CONFIRMED,13.96950181,132.17062,1.5871,1110.0,2.04,0.901,37.0,89.0,3716.0,4.74,0.506,15.018
8167996,K01867.03,Kepler-327 c,CONFIRMED,5.21230171,132.71052,2.098,430.0,1.04,0.187,29.3,235.0,3716.0,4.74,0.506,15.018
6773862,K01868.01,Kepler-988 b,CONFIRMED,17.76076524,137.50778,1.6679,1287.2,1.93,0.627,42.6,76.0,3826.0,4.744,0.516,15.22
10978763,K01931.02,Kepler-339 d,CONFIRMED,10.55840479,136.34449,3.366,194.2,1.41,0.31,14.6,119.0,5353.0,4.358,1.023,14.531
10602291,K00210.01,,CANDIDATE,20.92735802,139.325791,3.4256,8091.0,17.36,0.991,263.5,64.0,6126.0,4.358,1.109,14.877
10978763,K01931.03,Kepler-339 c,CONFIRMED,6.98800953,132.56964,3.103,193.2,1.39,0.024,17.1,179.0,5353.0,4.358,1.023,14.531
5202905,K01932.01,Kepler-340 c,CONFIRMED,22.8245144,144.46843,6.617,322.7,3.36,0.279,15.9,48.0,6642.0,4.057,1.846,12.345
9072190,K01933.01,Kepler-1018 b,CONFIRMED,49.1011093,136.47265,6.341,845.6,3.28,0.52,39.7,27.0,5393.0,4.299,1.11,15.041
5384079,K02011.01,Kepler-348 b,CONFIRMED,7.05675145,132.53512,2.0261,130.0,1.68,0.631,25.2,181.0,6388.0,4.244,1.402,12.556
9839821,K02012.01,Kepler-1052 b,CONFIRMED,34.8536903,164.04668,5.333,767.7,2.4,0.493,27.0,35.0,5818.0,4.554,0.848,14.876
4056616,K02013.01,Kepler-1053 b,CONFIRMED,2.41434868,132.42878,1.2701,191.0,0.97,0.221,30.0,553.0,4507.0,4.573,0.724,13.156
6707908,K02014.01,,FALSE POSITIVE,2.466070972,132.32097,1.9559,704.5,24.3,1.223,42.6,523.0,5708.0,4.529,0.884,15.601
8492026,K02016.01,Kepler-1054 b,CONFIRMED,4.30656389,132.44098,4.1107,257.0,1.95,0.894,39.8,163.0,6108.0,4.466,1.03,14.136
6867766,K01798.01,,FALSE POSITIVE,12.964717746,136.143342,1.8303,3732.9,39.93,1.282,183.3,107.0,6210.0,4.45,1.033,14.384
6058614,K01799.01,,FALSE POSITIVE,1.731079436,134.77977,1.8419,11974.0,56.05,1.404,36.2,759.0,6045.0,4.494,0.955,15.505
11017901,K01800.01,Kepler-447 b,CONFIRMED,7.794302043,137.260385,1.1081,3387.4,16.51,1.06,159.2,139.0,5494.0,4.405,0.982,12.394
5088591,K01801.01,Kepler-955 b,CONFIRMED,14.5324483,140.72407,3.13,1355.9,3.11,0.001,16.5,94.0,5345.0,4.473,0.86,14.625
11298298,K01802.01,Kepler-956 b,CONFIRMED,5.248667607,135.516708,1.917,601.2,2.84,0.847,59.5,258.0,5807.0,4.437,1.012,13.345
10187159,K01870.01,Kepler-989 b,CONFIRMED,7.96431492,136.81646,1.5342,746.0,2.44,0.189,44.3,168.0,5185.0,4.44,0.91,14.425
9758089,K01871.01,Kepler-1996 c,CONFIRMED,92.7297248,177.43808,6.83,1257.5,2.81,0.857,43.3,13.0,4580.0,4.641,0.675,14.897
10619192,K00203.01,Kepler-17 b,CONFIRMED,1.485710994,132.7935653,2.2874,20823.9,14.48,0.105,1176.6,724.0,5624.0,4.432,1.018,14.141
9883311,K01872.01,,CANDIDATE,30.5231459,146.85072,2.7286,2212.3,11.26,1.06,38.7,44.0,5518.0,4.585,0.79,15.841
4939346,K01873.01,Kepler-328 c,CONFIRMED,71.3116598,132.39239,8.813,2138.0,4.94,0.035,43.4,12.0,6194.0,4.445,1.069,15.674
4242147,K01934.01,,CANDIDATE,28.78270955,132.3189,3.451,864.5,2.11,0.002,40.1,50.0,4774.0,4.58,0.745,14.649
5396122,K01935.01,,FALSE POSITIVE,15.44428875,138.1678,2.0791,3596.2,37.58,1.275,44.9,75.0,5895.0,4.489,0.991,15.838
10190777,K01937.01,Kepler-1019 b,CONFIRMED,1.411230023,132.641925,1.4325,388.2,1.71,0.851,89.3,942.0,4575.0,4.564,0.737,13.59
9651234,K01938.01,Kepler-1020 b,CONFIRMED,96.9151707,187.08955,6.065,862.8,2.37,0.541,53.4,15.0,5162.0,4.559,0.791,14.031
7045496,K01939.01,Kepler-1021 b,CONFIRMED,13.47472742,133.48999,2.5995,729.6,1.96,0.025,25.3,98.0,5395.0,4.615,0.734,15.164
8750043,K02017.01,Kepler-1055 b,CONFIRMED,2.29503515,132.69329,1.654,172.1,1.18,0.16,11.6,581.0,5637.0,4.482,0.909,13.09
9973109,K02018.01,Kepler-1056 b,CONFIRMED,27.495634,133.28538,4.858,483.3,2.11,0.664,24.7,43.0,5657.0,4.401,0.911,14.55
6226290,K02019.01,Kepler-1057 b,CONFIRMED,14.08826442,137.34334,4.1847,889.4,2.66,0.133,34.2,97.0,5853.0,4.529,0.895,15.624
9595827,K00217.01,Kepler-71 b,CONFIRMED,3.905081685,133.4150433,2.8213,21340.5,12.78,0.131,1315.8,341.0,5543.0,4.54,0.887,15.127
9349482,K02020.01,Kepler-1058 b,CONFIRMED,110.9643706,187.04621,12.831,1283.2,2.11,0.729,42.1,13.0,4441.0,4.695,0.546,15.498
4349442,K01803.01,,CANDIDATE,4.539297295,133.9595824,1.9455,798.1,2.34,0.83,50.3,290.0,4914.0,4.61,0.724,13.26
4644952,K01805.01,Kepler-319 c,CONFIRMED,6.94135824,137.5437,1.8899,825.0,2.96,0.871,43.1,189.0,5527.0,4.491,0.88,13.828
2987027,K00197.01,Kepler-489 b,CONFIRMED,17.276296682,133.839172,3.94738,10458.0,7.31,0.085,871.4,78.0,4941.0,4.599,0.738,14.018
4644952,K01805.02,Kepler-319 d,CONFIRMED,31.7821117,134.8645,3.856,570.2,2.08,0.17,21.6,44.0,5527.0,4.491,0.88,13.828
4644952,K01805.03,Kepler-319 b,CONFIRMED,4.36273233,135.23342,2.2375,341.6,1.76,0.732,25.6,296.0,5527.0,4.491,0.88,13.828
8978528,K01874.01,Kepler-329 c,CONFIRMED,18.6848377,136.14587,3.7965,1251.5,1.93,0.405,41.2,69.0,4156.0,4.712,0.545,15.434
8978528,K01874.02,Kepler-329 b,CONFIRMED,7.41634701,135.85372,2.1362,505.5,1.24,0.476,20.6,183.0,4156.0,4.712,0.545,15.434
9967771,K01875.01,Kepler-990 b,CONFIRMED,9.91724268,135.1389,3.2241,457.9,2.85,0.786,38.8,94.0,5539.0,4.244,1.207,14.498
11622600,K01876.01,Kepler-991 b,CONFIRMED,82.5341188,209.12763,4.8556,1895.4,2.45,0.033,40.1,15.0,4316.0,4.678,0.58,15.187
10454632,K01877.01,Kepler-992 b,CONFIRMED,20.16037858,144.34281,4.13,343.6,1.75,0.941,35.1,66.0,4975.0,4.614,0.724,13.389
10005788,K01940.01,Kepler-1022 b,CONFIRMED,10.99470891,137.35769,1.5929,884.7,1.71,0.265,32.7,125.0,4302.0,4.661,0.586,15.389
10005788,K01940.02,,CANDIDATE,6.73679732,136.4043415,2.36,,,,,,,,,15.389
10656508,K00211.01,,CANDIDATE,124.03589939,136.015098,4.8472,7690.0,11.13,0.075,190.1,10.0,5822.0,4.244,1.28,14.989
5213902,K01941.01,,FALSE POSITIVE,1.194812329,132.18329,1.3777,189.5,1.36,0.404,41.2,1119.0,6198.0,4.475,0.97,14.029
2832589,K01942.01,Kepler-1978 b,CONFIRMED,10.84969477,136.74432,3.474,1122.1,2.67,0.55,43.5,124.0,5251.0,4.592,0.778,15.409
2438513,K01944.01,Kepler-1777 b,CONFIRMED,12.18420006,139.05644,2.5014,499.3,2.59,0.746,23.3,113.0,5771.0,4.374,1.068,13.982
6356207,K02021.01,Kepler-1059 b,CONFIRMED,3.76417012,132.35462,2.0111,558.4,1.7,0.287,27.2,301.0,5063.0,4.617,0.728,15.484
8564674,K02022.01,Kepler-349 b,CONFIRMED,5.92972237,135.49811,2.518,412.1,1.92,0.048,8.9,225.0,5741.0,4.492,0.956,14.746
8564674,K02022.02,Kepler-349 c,CONFIRMED,12.2476121,138.2196,3.209,402.7,1.9,0.116,6.8,103.0,5741.0,4.492,0.956,14.746
8578780,K02023.01,Kepler-1784 b,CONFIRMED,13.59051547,133.07217,3.784,621.9,2.4,0.232,27.7,103.0,5442.0,4.409,0.974,15.15
4544907,K02024.01,Kepler-1060 b,CONFIRMED,46.8776724,137.66791,10.041,539.8,2.62,0.834,37.5,32.0,5504.0,4.418,0.993,14.632
7761918,K01808.01,Kepler-1769 b,CONFIRMED,89.1935737,217.82184,4.0104,868.3,3.81,0.015,43.5,16.0,6071.0,4.239,1.295,12.487
8240797,K01809.01,Kepler-321 c,CONFIRMED,13.09390911,144.525,2.2805,398.7,2.2,0.86,62.2,103.0,5772.0,4.487,0.956,12.706
8240797,K01809.02,Kepler-321 b,CONFIRMED,4.915385452,132.69448,2.7757,225.5,1.46,0.484,65.6,271.0,5772.0,4.487,0.956,12.706
8164262,K01810.01,,FALSE POSITIVE,87.455958,136.23042,18.257,1604.9,70.11,1.262,118.9,16.0,7700.0,4.018,2.111,13.36
6279974,K01812.01,,FALSE POSITIVE,0.805259257,132.100916,1.42246,1384.3,63.55,1.245,329.7,1651.0,5872.0,3.926,2.022,13.742
9455325,K01813.01,Kepler-958 b,CONFIRMED,9.76785911,139.43968,2.1649,585.4,2.54,0.916,54.1,137.0,5371.0,4.513,0.852,13.766
3098810,K01878.01,Kepler-1773 b,CONFIRMED,40.80957343,142.69218,3.158,436.1,3.44,0.949,39.3,33.0,6183.0,4.301,1.3,12.988
8367644,K01879.01,Kepler-993 b,CONFIRMED,22.08551599,135.23432,2.1727,3157.4,3.34,0.656,48.5,49.0,3828.0,4.712,0.565,15.967
10332883,K01880.01,Kepler-994 b,CONFIRMED,1.151166776,133.231766,1.0907,578.4,1.28,0.029,83.7,1163.0,3951.0,4.73,0.535,14.44
9071386,K00023.01,,FALSE POSITIVE,4.693305543,136.8627229,5.17249,14522.9,17.85,0.23,1765.2,284.0,6365.0,4.22,1.47,12.291
9305831,K00204.01,Kepler-44 b,CONFIRMED,3.246732048,133.379165,3.0535,6998.2,12.4,0.475,775.0,415.0,5763.0,4.15,1.457,14.678
2438513,K01944.02,,FALSE POSITIVE,8.3606759,138.81934,6.287,194.8,1.49,0.259,17.7,157.0,5771.0,4.374,1.068,13.982
11656918,K01945.01,Kepler-1023 b,CONFIRMED,62.1385979,161.14834,4.2938,886.3,5.14,0.699,36.1,23.0,5123.0,3.992,1.621,14.52
11656918,K01945.02,,CANDIDATE,17.1181036,136.19429,1.29,167.7,1.22,0.4346,6.1,,5576.0,4.515,0.929,14.52
10844890,K01946.01,,CANDIDATE,8.29482811,133.50201,2.7437,559.5,2.76,0.932,38.1,137.0,5773.0,4.478,0.939,14.469
9536692,K01948.01,,FALSE POSITIVE,26.635216,155.5577,5.949,1492.8,27.64,1.242,30.6,50.0,5215.0,4.455,0.882,15.551
4636578,K02025.01,Kepler-350 c,CONFIRMED,17.84850835,148.39117,5.8919,391.2,3.29,0.849,43.5,73.0,6188.0,4.152,1.465,13.781
4636578,K02025.02,Kepler-350 d,CONFIRMED,26.1363443,131.61796,6.613,362.2,2.8,0.187,38.1,52.0,6188.0,4.152,1.465,13.781
4636578,K02025.03,Kepler-350 b,CONFIRMED,11.1895709,140.63504,5.3,143.3,1.81,0.541,19.9,111.0,6188.0,4.152,1.465,13.781
11923284,K02026.01,Kepler-1061 b,CONFIRMED,2.757977384,131.87907,2.1489,211.0,1.69,0.875,22.5,487.0,5919.0,4.435,1.0,13.263
9838975,K00218.01,,FALSE POSITIVE,18.692860599,143.8331829,3.88584,51256.5,14.81,0.116,1281.9,72.0,5190.0,4.66,0.66,16.147
5621125,K01814.01,Kepler-959 b,CONFIRMED,14.80075082,132.82179,5.762,501.4,17.38,0.367,54.0,94.0,6327.0,3.092,7.663,12.538
9872283,K01815.01,Kepler-960 b,CONFIRMED,3.126861192,133.724959,1.1926,794.6,5.12,0.603,94.6,427.0,4854.0,3.939,1.749,13.884
10666242,K00198.01,,FALSE POSITIVE,87.24250316,153.344695,4.1206,17860.5,15.86,0.884,335.2,17.0,5671.0,4.501,0.955,14.288
8624520,K01816.01,,CANDIDATE,10.240611361,131.667897,0.9617,2958.0,3.9,0.786,72.0,133.0,5227.0,4.623,0.64,15.408
7870032,K01818.01,Kepler-961 b,CONFIRMED,16.87725775,138.64907,3.7917,818.4,2.54,0.516,43.1,79.0,5497.0,4.512,0.872,14.101
9597058,K01819.01,Kepler-962 b,CONFIRMED,12.05705659,135.41595,2.3462,523.9,1.96,0.548,20.8,108.0,5365.0,4.537,0.834,13.576
4035640,K01881.01,Kepler-995 b,CONFIRMED,28.26727385,140.92561,4.5839,1160.2,2.93,0.01,42.1,46.0,5132.0,4.457,0.886,14.907
6205228,K01882.01,Kepler-996 b,CONFIRMED,3.770590654,133.39088,2.029,314.4,2.13,0.24,37.1,353.0,5714.0,4.274,1.208,14.668
11758544,K01883.01,Kepler-997 b,CONFIRMED,2.7073064,132.43068,3.4378,69.5,1.36,0.007,31.7,496.0,6045.0,4.069,1.629,11.894
4851530,K01884.01,,CANDIDATE,23.11707222,149.56221,3.9948,2407.5,4.37,0.807,61.2,40.0,5275.0,4.505,0.796,15.462
4851530,K01884.02,,CANDIDATE,4.77502117,355.45644,1.7087,451.4,1.73,0.518,16.7,174.0,5275.0,4.505,0.796,15.462
3118797,K01950.01,Kepler-1024 b,CONFIRMED,66.4159789,188.13988,7.061,2053.2,3.44,0.371,33.6,17.0,5383.0,4.603,0.759,15.983
7747425,K01952.01,Kepler-341 c,CONFIRMED,8.0103929,135.31823,4.2713,294.1,1.88,0.045,34.6,166.0,5616.0,4.327,1.111,14.601
6300348,K00212.01,,CANDIDATE,5.69590202,139.231637,3.5661,4921.1,6.61,0.049,391.2,121.0,6106.0,4.497,0.94,14.858
7747425,K01952.02,Kepler-341 d,CONFIRMED,27.6666375,143.86343,6.315,324.0,2.04,0.519,24.4,46.0,5616.0,4.327,1.111,14.601
7747425,K01952.03,Kepler-341 b,CONFIRMED,5.19559398,132.72178,3.748,116.0,1.18,0.054,16.0,240.0,5616.0,4.327,1.111,14.601
7102316,K02028.01,Kepler-351 c,CONFIRMED,57.2488518,184.6864,6.083,1455.6,3.19,0.022,29.8,23.0,5642.0,4.542,0.846,15.99
7102316,K02028.02,Kepler-351 b,CONFIRMED,37.0551726,200.20176,5.439,1028.8,3.19,0.884,23.2,37.0,5642.0,4.542,0.846,15.99
9489524,K02029.01,Kepler-352 c,CONFIRMED,16.33269981,136.90909,2.174,300.4,1.61,0.893,17.5,80.0,5208.0,4.563,0.772,12.957
9489524,K02029.02,Kepler-352 b,CONFIRMED,10.05550267,173.2234,2.951,147.7,0.92,0.061,13.6,136.0,5208.0,4.563,0.772,12.957
5940165,K02031.01,Kepler-1062 b,CONFIRMED,9.30413878,140.33868,1.9254,637.3,1.67,0.488,24.2,111.0,4458.0,4.611,0.658,14.796
8277797,K01820.01,Kepler-322 c,CONFIRMED,4.33722007,132.85152,2.4973,358.5,1.63,0.053,47.9,309.0,5390.0,4.499,0.876,13.53
8277797,K01820.02,Kepler-322 b,CONFIRMED,1.653889476,132.18845,1.7242,124.4,0.97,0.226,22.3,756.0,5390.0,4.499,0.876,13.53
5124667,K01822.01,Kepler-1672 b,CONFIRMED,150.8783198,206.69223,8.6797,659.9,4.37,0.022,70.6,9.0,5504.0,3.999,1.737,12.443
2989404,K01824.01,Kepler-323 c,CONFIRMED,3.553831111,134.64066,3.1029,191.8,1.62,0.74,77.4,377.0,6015.0,4.37,1.081,12.722
2989404,K01824.02,Kepler-323 b,CONFIRMED,1.6783263,136.05259,2.5123,146.3,1.57,0.91,76.1,727.0,6015.0,4.37,1.081,12.722
11413812,K01885.01,Kepler-998 b,CONFIRMED,5.65378163,131.71154,1.9483,366.8,1.82,0.439,37.8,234.0,5988.0,4.507,0.934,14.377
9549648,K01886.01,Kepler-999 b,CONFIRMED,5.99185827,136.88244,1.7215,186.3,2.75,0.905,32.1,223.0,6157.0,4.049,1.695,12.239
10063802,K01888.01,Kepler-1000 b,CONFIRMED,120.0183551,134.18742,11.637,886.0,4.54,0.58,46.1,12.0,6469.0,4.253,1.467,13.256
11074178,K01889.01,Kepler-1001 b,CONFIRMED,14.30517579,135.06301,4.535,863.4,3.05,0.924,37.5,74.0,5741.0,4.555,0.846,15.338
11074178,K01889.02,Kepler-1001 c,CONFIRMED,9.18189122,132.40505,4.343,363.6,2.17,0.971,18.2,116.0,5741.0,4.555,0.846,15.338
11030475,K02248.04,,CANDIDATE,2.64622742,132.66343,1.407,155.5,0.99,0.478,8.4,380.0,5167.0,4.555,0.787,15.498
5942808,K02250.01,Kepler-1814 b,CONFIRMED,2.935362067,136.18415,1.5043,1052.6,3.15,0.86,38.0,281.0,4922.0,4.505,0.823,15.622
6206214,K02252.01,Kepler-1158 b,CONFIRMED,13.53953595,143.15629,4.389,134.2,2.32,0.219,21.8,98.0,6109.0,3.985,1.997,13.628
8959839,K02253.01,Kepler-1159 b,CONFIRMED,22.7082375,133.72114,3.503,298.8,1.72,0.032,22.0,61.0,6170.0,4.472,0.992,14.574
7672097,K02255.01,Kepler-1160 b,CONFIRMED,7.97033985,136.55775,2.6675,490.8,1.81,0.107,23.5,166.0,5774.0,4.567,0.818,15.833
6142862,K02336.01,,FALSE POSITIVE,5.33459393,133.43443,2.642,226.3,0.79,0.158,14.7,250.0,4275.0,4.704,0.533,14.853
5599774,K02337.01,Kepler-1195 b,CONFIRMED,8.49640437,138.73595,2.2128,834.0,2.14,0.628,21.8,120.0,5093.0,4.586,0.709,15.888
8099138,K02338.01,Kepler-1196 b,CONFIRMED,66.1843646,141.62259,5.155,560.5,2.72,0.877,21.3,20.0,5640.0,4.447,0.978,14.862
7033233,K02339.01,Kepler-1197 b,CONFIRMED,2.032318856,132.64394,1.1596,287.5,1.12,0.009,20.4,660.0,4670.0,4.635,0.682,15.13
7033233,K02339.02,,CANDIDATE,65.18703725,177.6208875,5.44,,,,,,,,,15.13
6383785,K00239.02,Kepler-501 c,CONFIRMED,3.62275506,132.99267,2.7868,180.6,1.62,0.007,22.3,343.0,5794.0,4.282,1.216,14.762
9411412,K02101.01,Kepler-1096 b,CONFIRMED,2.892216772,132.87726,1.3596,360.5,1.31,0.806,23.9,466.0,4229.0,4.655,0.615,15.068
