kepid,kepoi_name,kepler_name,koi_disposition,koi_period,koi_time0bk,koi_duration,koi_depth,koi_prad,koi_impact,koi_model_snr,koi_num_transits,koi_steff,koi_slogg,koi_srad,koi_kepmag
10797460,K00752.01,Kepler-227 b,CONFIRMED,9.48803557,170.53875,2.9575,615.8,2.26,0.146,35.8,142.0,5455.0,4.467,0.927,15.347
10797460,K00752.02,Kepler-227 c,CONFIRMED,54.4183827,162.51384,4.507,874.8,2.83,0.586,25.8,25.0,5455.0,4.467,0.927,15.347
10811496,K00753.01,,CANDIDATE,19.89913995,175.850252,1.7822,10829.0,14.6,0.969,76.3,56.0,5853.0,4.544,0.868,15.436
10848459,K00754.01,,FALSE POSITIVE,1.736952453,170.307565,2.40641,8079.2,33.46,1.276,505.6,621.0,5805.0,4.564,0.791,15.597
10854555,K00755.01,Kepler-664 b,CONFIRMED,2.525591777,171.59555,1.6545,603.3,2.75,0.701,40.9,515.0,6031.0,4.438,1.046,15.509
10872983,K00756.01,Kepler-228 d,CONFIRMED,11.09432054,171.20116,4.5945,1517.5,3.9,0.538,66.5,95.0,6046.0,4.486,0.972,15.714
10872983,K00756.02,Kepler-228 c,CONFIRMED,4.13443512,172.97937,3.1402,686.0,2.77,0.762,40.2,240.0,6046.0,4.486,0.972,15.714
10872983,K00756.03,Kepler-228 b,CONFIRMED,2.56658897,179.55437,2.429,226.5,1.59,0.755,15.0,355.0,6046.0,4.486,0.972,15.714
6721123,K00114.01,,FALSE POSITIVE,7.36178958,132.25053,5.022,233.7,39.21,1.169,47.7,185.0,6227.0,3.986,1.958,12.66
10910878,K00757.01,Kepler-229 c,CONFIRMED,16.06864674,173.621937,3.5347,4914.3,5.76,0.052,161.9,69.0,5031.0,4.485,0.848,15.841
11446443,K00001.01,Kepler-1 b,CONFIRMED,2.470613377,122.763305,1.74319,14230.9,13.04,0.818,4304.3,432.0,5820.0,4.457,0.964,11.338
10666592,K00002.01,Kepler-2 b,CONFIRMED,2.204735417,121.3585417,3.88864,6674.7,16.1,0.224,5945.9,611.0,6440.0,4.019,1.952,10.463
6922244,K00010.01,Kepler-8 b,CONFIRMED,3.522498429,121.1194228,3.19843,9145.7,14.59,0.631,1741.5,384.0,6225.0,4.169,1.451,13.563
10984090,K00112.02,Kepler-466 c,CONFIRMED,3.709214104,133.98318,2.6302,131.1,1.16,0.051,50.6,352.0,5833.0,4.407,1.022,12.772
10419211,K00742.01,,FALSE POSITIVE,11.521446064,170.839688,3.6399,17984.3,150.51,2.483,622.1,96.0,5795.0,4.554,0.848,15.472
10464078,K00743.01,,FALSE POSITIVE,19.40393776,172.484253,12.2155,8918.7,7.18,0.804,214.7,71.0,5043.0,4.591,0.68,15.487
10480982,K00744.01,,FALSE POSITIVE,19.221388942,184.5521637,4.79843,74284.0,49.29,1.065,2317.0,55.0,6117.0,4.496,0.947,15.341
10485250,K00745.01,,FALSE POSITIVE,16.46983774,180.881761,9.4378,10478.9,7.94,0.292,303.4,66.0,5152.0,4.517,0.786,15.788
10526549,K00746.01,Kepler-660 b,CONFIRMED,9.27358173,173.258155,3.2875,1288.3,2.47,0.387,87.2,144.0,4856.0,4.583,0.696,15.302
10583066,K00747.01,Kepler-661 b,CONFIRMED,6.02930329,171.602959,1.5821,1912.7,2.85,0.258,65.4,215.0,4537.0,4.648,0.672,15.784
10583180,K00748.01,,FALSE POSITIVE,2.696370652,170.73769,3.6129,397.9,1.58,0.044,48.2,501.0,4989.0,4.504,0.819,15.269
10601284,K00749.01,Kepler-226 c,CONFIRMED,5.349553819,171.80694,3.0278,831.0,2.55,0.092,60.6,247.0,5185.0,4.44,0.91,15.416
10601284,K00749.02,Kepler-226 b,CONFIRMED,3.94105221,136.08662,2.5984,363.3,1.7,0.226,28.9,322.0,5185.0,4.44,0.91,15.416
10601284,K00749.03,Kepler-226 d,CONFIRMED,8.10904807,132.8031,3.596,217.4,1.3,0.025,14.1,141.0,5185.0,4.44,0.91,15.416
2306756,K00113.01,,FALSE POSITIVE,386.6030528,166.342079,6.8057,24926.6,41.5,0.9765,994.0,,5543.0,4.081,1.58,12.394
10662202,K00750.01,Kepler-662 b,CONFIRMED,21.67699193,171.53594,3.4555,857.2,2.95,0.896,34.3,62.0,4954.0,4.5,0.828,15.377
10682541,K00751.01,Kepler-663 b,CONFIRMED,4.99677968,171.74208,2.1717,934.7,2.78,0.71,28.2,208.0,5339.0,4.552,0.847,15.861
11460018,K00769.01,Kepler-671 b,CONFIRMED,4.280963604,171.89659,2.875,750.8,2.3,0.424,61.8,311.0,5644.0,4.564,0.831,15.356
11463211,K00770.01,,FALSE POSITIVE,1.50635409,170.998064,1.5155,2211.7,4.53,0.86,181.1,882.0,5714.0,4.563,0.831,15.525
11465813,K00771.01,,FALSE POSITIVE,670.645531,209.04355,53.412,18090.6,14.14,0.701,642.7,3.0,5520.0,4.466,0.983,15.207
11493732,K00772.01,,FALSE POSITIVE,61.2563628,173.83826,7.633,5123.3,39.87,1.248,85.3,13.0,6144.0,4.402,1.091,15.25
11507101,K00773.01,Kepler-672 b,CONFIRMED,38.3775486,172.82048,5.588,724.2,2.82,0.468,34.7,37.0,5481.0,4.369,1.036,15.172
10910878,K00757.02,Kepler-229 d,CONFIRMED,41.19725502,165.00404,4.6297,2213.9,3.86,0.045,51.2,26.0,5031.0,4.485,0.848,15.841
10910878,K00757.03,Kepler-229 b,CONFIRMED,6.252962249,171.30126,2.5819,1036.9,2.65,0.105,47.1,167.0,5031.0,4.485,0.848,15.841
10987985,K00758.01,Kepler-665 b,CONFIRMED,16.01308419,176.3608,3.2554,1121.9,3.1,0.799,33.2,65.0,5015.0,4.499,0.826,15.39
11018648,K00759.01,Kepler-230 b,CONFIRMED,32.62876672,194.1019,4.7971,1804.8,3.36,0.021,80.0,34.0,5586.0,4.56,0.798,15.082
11018648,K00759.02,Kepler-230 c,CONFIRMED,91.7732862,193.8378,6.473,652.0,2.12,0.606,19.1,11.0,5586.0,4.56,0.798,15.082
11138155,K00760.01,Kepler-1976 b,CONFIRMED,4.959319244,172.2585292,2.22739,9802.0,12.21,0.831,696.5,269.0,5712.0,4.359,1.082,15.263
11152159,K00761.01,,FALSE POSITIVE,2.701287801,170.69579,3.3827,860.4,6.54,1.016,48.3,387.0,5550.0,4.468,0.91,15.54
11153539,K00762.01,Kepler-666 b,CONFIRMED,4.49876511,171.34905,3.7362,460.0,2.1,0.312,29.5,238.0,6075.0,4.486,0.969,15.395
11242721,K00763.01,,FALSE POSITIVE,19.651209505,179.401981,5.2514,11766.3,12.42,0.723,513.4,59.0,6074.0,4.391,1.063,15.536
9579641,K00115.01,Kepler-105 b,CONFIRMED,5.412203927,133.143089,2.9472,601.6,2.94,0.787,166.7,244.0,5779.0,4.339,1.087,12.791
11304958,K00764.01,Kepler-667 b,CONFIRMED,41.43958662,208.93203,10.5989,2793.1,5.5,0.355,141.1,33.0,5468.0,4.367,1.046,15.4
11391957,K00765.01,Kepler-668 b,CONFIRMED,8.35389523,171.63257,2.2514,1041.6,2.52,0.023,43.4,127.0,5592.0,4.582,0.787,15.317
11403044,K00766.01,Kepler-669 b,CONFIRMED,4.125543472,169.752585,3.1744,1487.3,4.43,0.597,128.6,323.0,6174.0,4.417,1.103,15.506
11414511,K00767.01,Kepler-670 b,CONFIRMED,2.816504904,170.9676846,2.50587,16813.7,12.21,0.105,1406.8,474.0,5532.0,4.452,0.955,15.052
11442465,K00768.01,,FALSE POSITIVE,33.93373447,186.67608,14.561,8503.7,7.34,0.812,236.1,31.0,5040.0,4.628,0.705,15.716
12110942,K00786.01,Kepler-680 b,CONFIRMED,3.689920099,170.36571,2.6557,426.7,1.89,0.151,35.6,360.0,5880.0,4.518,0.917,15.242
12366084,K00787.01,Kepler-232 b,CONFIRMED,4.431238488,171.015,3.15,1010.9,3.25,0.405,71.1,302.0,5714.0,4.428,1.015,15.367
12366084,K00787.02,Kepler-232 c,CONFIRMED,11.37936986,133.84992,2.6255,1023.5,3.95,0.911,37.9,109.0,5714.0,4.428,1.015,15.367
12404086,K00788.01,Kepler-681 b,CONFIRMED,26.39432897,176.05459,3.573,1510.9,3.07,0.602,48.2,51.0,5129.0,4.595,0.763,15.234
8395660,K00116.01,Kepler-106 c,CONFIRMED,13.57078281,136.279194,3.3539,511.7,2.64,0.866,88.4,101.0,5854.0,4.406,1.012,12.882
9579641,K00115.02,Kepler-105 c,CONFIRMED,7.12594387,139.00492,3.0014,192.4,1.79,0.898,47.1,181.0,5779.0,4.339,1.087,12.791
11656840,K00774.01,,FALSE POSITIVE,7.442652004,169.9717797,2.3078,24446.2,15.03,0.137,835.6,180.0,6108.0,4.469,0.956,15.27
11754553,K00775.01,Kepler-52 c,CONFIRMED,16.38489988,172.72782,3.0249,1127.1,2.0,0.001,28.9,65.0,4126.0,4.661,0.615,15.095
11754553,K00775.02,Kepler-52 b,CONFIRMED,7.8774163,176.3759,2.0805,1306.1,2.16,0.041,38.7,135.0,4126.0,4.661,0.615,15.095
11754553,K00775.03,Kepler-52 d,CONFIRMED,36.4454001,151.60125,4.007,1122.3,1.99,0.028,21.7,27.0,4126.0,4.661,0.615,15.095
11812062,K00776.01,Kepler-673 b,CONFIRMED,3.728732147,171.793255,2.683,5226.5,6.02,0.558,345.2,357.0,5497.0,4.577,0.809,15.523
11818800,K00777.01,,CANDIDATE,40.4195037,173.56469,3.362,6256.0,7.51,0.911,36.9,36.0,5446.0,4.507,0.781,15.487
11853255,K00778.01,Kepler-674 b,CONFIRMED,2.243380573,170.679233,1.1196,821.7,1.99,0.915,38.9,472.0,4149.0,4.698,0.564,15.135
11909839,K00779.01,,FALSE POSITIVE,10.405998015,177.197466,6.5036,14488.8,11.23,0.324,745.2,117.0,5746.0,4.393,0.924,15.562
11918099,K00780.01,Kepler-675 b,CONFIRMED,2.337437946,171.761982,1.9982,971.2,2.34,0.28,82.4,578.0,5005.0,4.595,0.765,15.334
11918099,K00780.02,,CANDIDATE,7.2406612,137.75545,0.558,556.4,19.45,1.198,13.7,168.0,5005.0,4.595,0.765,15.334
9579641,K00115.03,,CANDIDATE,3.43591631,132.6624,3.133,23.2,0.55,0.624,8.7,357.0,5779.0,4.339,1.087,12.791
11923270,K00781.01,Kepler-676 b,CONFIRMED,11.59822233,180.395376,2.5237,2804.5,2.65,0.679,71.0,115.0,3688.0,4.79,0.473,15.937
11960862,K00782.01,Kepler-677 b,CONFIRMED,6.575315881,173.634044,4.3084,2793.3,5.31,0.39,221.1,205.0,5992.0,4.415,0.989,15.312
12020329,K00783.01,Kepler-678 b,CONFIRMED,7.275040844,169.994217,7.5377,3001.0,4.86,0.547,312.1,188.0,5485.0,4.556,0.867,15.08
12066335,K00784.01,Kepler-231 c,CONFIRMED,19.27153892,186.77093,2.7594,1219.8,1.93,0.031,37.1,67.0,4077.0,4.702,0.56,15.385
12066335,K00784.02,Kepler-231 b,CONFIRMED,10.06524317,136.28906,1.369,1053.3,1.91,0.628,30.3,126.0,4077.0,4.702,0.56,15.385
12070811,K00785.01,Kepler-679 b,CONFIRMED,12.3935651,178.74725,3.8896,916.6,2.66,0.883,35.8,107.0,5557.0,4.603,0.75,15.505
8395660,K00116.02,Kepler-106 e,CONFIRMED,43.84439721,151.93538,6.802,615.2,2.87,0.852,83.7,29.0,5854.0,4.406,1.012,12.882
3120431,K00798.01,,FALSE POSITIVE,3.341913228,171.63943,3.813,725.3,21.55,1.213,39.0,780.0,5295.0,4.551,0.811,15.629
3246984,K00799.01,,FALSE POSITIVE,1.626630225,169.820171,2.1145,1620.6,32.43,1.26,103.6,664.0,5735.0,4.41,0.973,15.279
3342970,K00800.01,Kepler-234 b,CONFIRMED,2.711504086,170.03417,3.0099,837.5,3.12,0.023,64.5,494.0,6214.0,4.442,1.076,15.541
3342970,K00800.02,Kepler-234 c,CONFIRMED,7.21203748,172.81782,4.0491,950.4,3.32,0.012,51.5,165.0,6214.0,4.442,1.076,15.541
12459725,K00789.01,,FALSE POSITIVE,14.1798187,171.50237,2.505,459.9,1.88,0.1601,11.2,,5799.0,4.539,0.878,15.727
12470844,K00790.01,Kepler-233 b,CONFIRMED,8.47237911,174.16212,2.7245,1123.5,2.59,0.022,47.6,159.0,5354.0,4.587,0.788,15.339
12470844,K00790.02,Kepler-233 c,CONFIRMED,60.4189369,181.16367,5.039,931.3,2.36,0.094,20.1,22.0,5354.0,4.587,0.788,15.339
12644822,K00791.01,Kepler-682 b,CONFIRMED,12.611904345,180.892284,5.1497,6105.6,7.4,0.55,277.2,104.0,5795.0,4.508,0.919,15.14
2440757,K00792.01,,FALSE POSITIVE,1.433769925,170.403536,1.8868,1976.3,46.58,1.268,112.6,481.0,6017.0,4.22,1.339,15.122
2445129,K00793.01,,FALSE POSITIVE,10.31872301,173.31543,3.836,871.7,28.59,1.215,38.2,130.0,5927.0,4.409,1.06,15.065
2713049,K00794.01,Kepler-683 b,CONFIRMED,2.539183147,169.67494,2.4282,382.1,2.06,0.238,38.9,528.0,5519.0,4.35,1.062,15.026
3114167,K00795.01,Kepler-684 b,CONFIRMED,6.770300385,170.57662,2.0844,1304.0,2.77,0.838,50.8,200.0,5653.0,4.656,0.679,15.591
3114661,K00796.01,,FALSE POSITIVE,0.444291966,169.865406,2.0792,10967.4,27.51,1.258,299.7,1466.0,5255.0,4.678,0.636,15.748
3115833,K00797.01,,CANDIDATE,10.181584004,177.141891,3.5089,5741.1,7.73,0.92,183.6,129.0,5988.0,4.541,0.836,15.657
4139816,K00812.02,Kepler-235 d,CONFIRMED,20.06036336,147.46554,3.3203,1494.7,1.96,0.556,35.2,59.0,3950.0,4.754,0.493,15.954
4139816,K00812.03,Kepler-235 e,CONFIRMED,46.1842039,165.23729,4.758,1394.7,1.83,0.013,26.0,25.0,3950.0,4.754,0.493,15.954
8395660,K00116.04,Kepler-106 d,CONFIRMED,23.9800854,147.537,5.351,104.0,1.31,0.95,17.1,56.0,5854.0,4.406,1.012,12.882
4139816,K00812.04,Kepler-235 c,CONFIRMED,7.82502168,136.54995,2.186,520.8,1.2,0.708,15.9,154.0,3950.0,4.754,0.493,15.954
4275191,K00813.01,Kepler-688 b,CONFIRMED,3.895936525,170.527552,2.3111,8544.8,7.34,0.524,370.8,275.0,5557.0,4.592,0.774,15.725
4476123,K00814.01,Kepler-689 b,CONFIRMED,22.36646466,175.45862,5.228,986.8,2.32,0.4,32.1,48.0,5395.0,4.615,0.734,15.583
3351888,K00801.01,Kepler-685 b,CONFIRMED,1.625522174,170.8266564,2.38963,7969.0,9.73,0.076,799.7,657.0,5539.0,4.322,1.106,15.001
3453214,K00802.01,,CANDIDATE,19.620346923,181.881819,2.0038,21724.6,13.6,0.458,340.5,52.0,5710.0,4.492,0.905,15.562
3554600,K00803.01,,FALSE POSITIVE,7.544039,171.7982,6.222,322.6,17.47,1.175,14.2,143.0,5657.0,4.567,0.824,15.559
3641726,K00804.01,Kepler-1727 b,CONFIRMED,9.02930689,177.20422,3.1449,1019.8,2.57,0.024,53.9,146.0,5349.0,4.526,0.82,15.387
3734868,K00805.01,,FALSE POSITIVE,10.328035714,174.581054,7.7915,16917.7,13.28,0.281,636.8,114.0,5627.0,4.359,1.024,15.646
3832474,K00806.01,Kepler-30 d,CONFIRMED,143.2063047,154.23552,8.9302,10565.7,8.9,0.379,138.8,9.0,5485.0,4.556,0.867,15.403
8395660,K00116.03,Kepler-106 b,CONFIRMED,6.164876,135.63916,3.262,55.8,0.79,0.646,14.4,207.0,5854.0,4.406,1.012,12.882
3832474,K00806.02,Kepler-30 c,CONFIRMED,60.32494216,243.892578,6.6188,20280.4,12.19,0.224,347.2,22.0,5485.0,4.556,0.867,15.403
3832474,K00806.03,Kepler-30 b,CONFIRMED,29.1598615,150.69922,4.803,488.0,1.91,0.3619,11.6,,5485.0,4.556,0.867,15.403
3836375,K00807.01,,FALSE POSITIVE,1.540397253,170.50479,2.1541,816.1,25.69,1.225,38.8,842.0,5663.0,4.53,0.915,15.974
3838486,K00808.01,,FALSE POSITIVE,2.99025443,171.9834,5.414,589.2,1.7,0.014,48.5,454.0,4667.0,4.578,0.731,15.842
3935914,K00809.01,Kepler-686 b,CONFIRMED,1.594745374,170.6483505,1.9604,15044.5,11.3,0.514,1009.3,762.0,5934.0,4.491,0.893,15.53
3940418,K00810.01,Kepler-1728 b,CONFIRMED,4.783002698,170.508434,2.335,1008.7,2.5,0.003,70.6,281.0,5170.0,4.574,0.807,15.119
4049131,K00811.01,Kepler-687 b,CONFIRMED,20.50588921,181.43428,4.0595,2105.5,3.41,0.26,78.5,69.0,4905.0,4.544,0.761,15.398
4139816,K00812.01,Kepler-235 b,CONFIRMED,3.340218842,171.979062,1.9104,1632.6,2.03,0.466,71.6,398.0,3950.0,4.754,0.493,15.954
5287983,K00828.01,,FALSE POSITIVE,2.507089906,171.002455,2.0067,1339.2,30.26,1.255,64.9,408.0,5926.0,4.506,0.939,15.555
5358241,K00829.01,Kepler-53 b,CONFIRMED,18.64932728,174.771,4.4056,893.6,3.12,0.08,46.1,71.0,5775.0,4.405,1.053,15.386
10875245,K00117.02,Kepler-107 c,CONFIRMED,4.90144976,138.60548,4.1654,140.7,1.7,0.529,50.6,193.0,5847.0,4.191,1.402,12.487
5358241,K00829.02,Kepler-53 d,CONFIRMED,9.75192101,138.78608,4.793,418.0,2.76,0.949,28.5,132.0,5775.0,4.405,1.053,15.386
5358241,K00829.03,Kepler-53 c,CONFIRMED,38.5576546,163.85063,5.794,993.0,4.02,0.911,39.7,37.0,5775.0,4.405,1.053,15.386
5358624,K00830.01,Kepler-428 b,CONFIRMED,3.525632539,170.0479951,2.59959,22335.0,11.58,0.12,1996.7,382.0,5150.0,4.572,0.793,15.224
4544670,K00815.01,,CANDIDATE,34.84398644,172.633252,2.9315,4523.6,7.61,0.934,76.8,40.0,5509.0,4.482,0.871,15.684
4664847,K00816.01,Kepler-690 b,CONFIRMED,7.748094239,174.997206,3.5957,2472.1,5.52,0.517,113.2,133.0,5973.0,4.439,1.085,15.67
4725681,K00817.01,Kepler-236 c,CONFIRMED,23.96793669,186.22182,3.827,1182.3,1.8,0.416,27.5,43.0,3747.0,4.728,0.524,15.414
4725681,K00817.02,Kepler-236 b,CONFIRMED,8.29561738,135.79284,1.3421,824.3,1.82,0.888,17.9,119.0,3747.0,4.728,0.524,15.414
4913852,K00818.01,Kepler-691 b,CONFIRMED,8.11437482,176.33968,2.2736,1558.0,2.1,0.573,56.4,167.0,3692.0,4.753,0.517,15.877
4932348,K00819.01,,FALSE POSITIVE,38.036729482,196.934947,4.34617,82871.6,27.5,0.501,1300.0,26.0,5575.0,4.521,0.932,15.472
4936180,K00820.01,,CANDIDATE,4.64090031,173.64638,35.512,2450.6,30.09,1.28,296.9,227.0,6463.0,4.5,0.826,15.27
11913073,K00011.01,,FALSE POSITIVE,3.747838198,171.66504,5.0642,616.0,13.65,1.121,138.2,358.0,5514.0,4.569,0.826,13.496
10875245,K00117.01,Kepler-107 e,CONFIRMED,14.74914825,138.77799,6.0995,430.2,2.89,0.173,107.4,72.0,5847.0,4.191,1.402,12.487
5021899,K00821.01,Kepler-692 b,CONFIRMED,21.81295996,174.01085,4.3791,1175.4,3.38,0.053,37.8,45.0,5601.0,4.41,0.999,15.54
5077629,K00822.01,,FALSE POSITIVE,7.91936937,172.181092,3.3148,15148.1,10.34,0.733,389.0,132.0,5690.0,4.588,0.776,15.805
5115978,K00823.01,,CANDIDATE,1.028436523,170.228582,1.8606,8098.0,72.77,1.5734,89.6,,6228.0,4.428,0.99,15.202
5164255,K00824.01,Kepler-693 b,CONFIRMED,15.37562369,173.61402,3.3169,15337.0,11.01,0.692,166.0,50.0,4986.0,4.496,0.833,16.422
5252423,K00825.01,Kepler-237 c,CONFIRMED,8.10363271,176.9486,3.161,887.9,2.11,0.047,39.3,131.0,4861.0,4.574,0.732,15.289
5252423,K00825.02,Kepler-237 b,CONFIRMED,4.71510843,134.96178,2.506,417.5,1.46,0.258,21.3,208.0,4861.0,4.574,0.732,15.289
5272878,K00826.01,Kepler-694 b,CONFIRMED,6.365839713,171.13575,2.9721,780.7,2.44,0.524,70.8,216.0,5776.0,4.554,0.849,15.09
5283542,K00827.01,,FALSE POSITIVE,5.97581754,174.77602,3.065,962.4,3.86,0.941,50.3,181.0,6108.0,4.471,0.997,15.546
5649215,K00839.01,,FALSE POSITIVE,2.446737317,170.66951,4.7211,1177.9,26.25,1.241,110.2,552.0,5764.0,4.548,0.863,15.021
5651104,K00840.01,Kepler-695 b,CONFIRMED,3.04033046,169.9490106,1.8411,10858.8,8.99,0.736,568.2,440.0,5035.0,4.519,0.791,15.028
5792202,K00841.01,Kepler-27 b,CONFIRMED,15.33528675,174.00278,3.897,3081.4,5.0,0.773,86.6,85.0,5251.0,4.581,0.817,15.855
10875245,K00117.04,Kepler-107 d,CONFIRMED,7.95825328,137.80219,4.377,50.0,1.06,0.706,14.7,109.0,5847.0,4.191,1.402,12.487
5792202,K00841.02,Kepler-27 c,CONFIRMED,31.33046135,153.43031,5.176,5073.8,6.5,0.798,117.2,46.0,5251.0,4.581,0.817,15.855
5370302,K00831.01,,FALSE POSITIVE,3.9043425,173.393734,3.831,16228.4,12.28,0.709,323.4,275.0,5810.0,4.526,0.898,15.016
5372966,K00832.01,,FALSE POSITIVE,9.286358079,171.8214689,3.49949,44791.4,17.61,0.377,1671.1,117.0,5670.0,4.523,0.821,15.365
5376067,K00833.01,,FALSE POSITIVE,3.951405455,173.276125,2.1862,2453.9,31.44,1.276,117.2,272.0,6046.0,4.539,0.869,15.446
5436502,K00834.01,Kepler-238 e,CONFIRMED,23.65369415,171.376107,8.2183,3341.8,7.89,0.008,266.3,57.0,5739.0,4.191,1.384,15.084
5436502,K00834.02,Kepler-238 d,CONFIRMED,13.23352214,140.32196,6.7372,504.6,3.06,0.014,49.1,97.0,5739.0,4.191,1.384,15.084
5436502,K00834.03,Kepler-238 c,CONFIRMED,6.15560285,134.81656,4.9843,285.0,2.32,0.235,35.1,203.0,5739.0,4.191,1.384,15.084
5436502,K00834.04,Kepler-238 b,CONFIRMED,2.090811305,134.17462,3.388,115.9,1.62,0.746,19.9,527.0,5739.0,4.191,1.384,15.084
10875245,K00117.03,Kepler-107 b,CONFIRMED,3.180027898,133.49863,3.5797,120.3,1.53,0.196,50.4,323.0,5847.0,4.191,1.402,12.487
5436502,K00834.05,Kepler-238 f,CONFIRMED,50.4467417,178.5014,7.159,370.3,2.67,0.379,19.4,22.0,5739.0,4.191,1.384,15.084
5456651,K00835.01,Kepler-239 b,CONFIRMED,11.76307164,180.93613,2.9076,1037.3,2.35,0.048,48.9,88.0,4959.0,4.603,0.756,15.208
5456651,K00835.02,Kepler-239 c,CONFIRMED,56.2279271,132.29259,3.57,862.7,2.37,0.7,20.9,18.0,4959.0,4.603,0.756,15.208
5481416,K00836.01,,FALSE POSITIVE,2.384052875,171.58362,3.0918,1268.1,17.06,1.178,50.5,549.0,4794.0,4.58,0.701,15.836
5531576,K00837.01,Kepler-240 c,CONFIRMED,7.953547,174.66224,2.6312,875.4,2.25,0.3,38.4,166.0,4768.0,4.536,0.779,15.66
5531576,K00837.02,Kepler-240 b,CONFIRMED,4.14451656,135.92831,2.3421,391.8,1.48,0.004,22.8,316.0,4768.0,4.536,0.779,15.66
5534814,K00838.01,,FALSE POSITIVE,4.859386384,173.011469,2.2757,6044.3,38.33,1.259,269.7,273.0,6072.0,4.47,0.988,15.311
6291653,K00850.01,Kepler-702 b,CONFIRMED,10.526294577,176.522462,2.5211,9768.0,8.24,0.644,482.3,129.0,5386.0,4.553,0.793,15.305
6392727,K00851.01,Kepler-703 b,CONFIRMED,4.583520948,169.973972,2.7055,3812.1,5.39,0.045,99.5,297.0,5815.0,4.54,0.877,15.287
6422070,K00852.01,Kepler-704 b,CONFIRMED,3.76181843,171.90364,3.5176,510.6,2.66,0.926,35.9,273.0,5653.0,4.472,0.949,15.257
6428700,K00853.01,Kepler-242 b,CONFIRMED,8.20396958,169.69138,2.9667,1024.4,3.01,0.823,54.4,162.0,5015.0,4.499,0.826,15.376
6428700,K00853.02,Kepler-242 c,CONFIRMED,14.49645186,143.41659,4.016,647.5,3.01,0.97,25.7,89.0,5015.0,4.499,0.826,15.376
5792202,K00841.03,Kepler-27 d,CONFIRMED,6.54626149,133.85964,2.75,655.9,2.19,0.644,24.8,200.0,5251.0,4.581,0.817,15.855
5794379,K00842.01,Kepler-241 b,CONFIRMED,12.71809866,175.35526,3.0957,1149.4,2.31,0.427,52.7,107.0,4702.0,4.592,0.686,15.389
5794379,K00842.02,Kepler-241 c,CONFIRMED,36.06588163,198.58423,4.3246,1563.8,2.64,0.26,51.7,38.0,4702.0,4.592,0.686,15.389
5881688,K00843.01,Kepler-696 b,CONFIRMED,4.190425659,171.44122,2.8589,2877.4,6.21,0.458,240.6,318.0,6073.0,4.392,1.135,15.27
6022556,K00844.01,Kepler-697 b,CONFIRMED,3.709870784,171.987982,3.0694,2020.3,4.35,0.023,116.1,279.0,5727.0,4.463,0.978,15.581
6032497,K00845.01,Kepler-698 b,CONFIRMED,16.3297527,177.29506,6.271,1187.5,3.75,0.791,74.6,85.0,5878.0,4.444,0.987,15.447
6061119,K00846.01,Kepler-699 b,CONFIRMED,27.807566216,186.713552,4.21587,25391.1,13.84,0.782,748.1,50.0,5862.0,4.584,0.785,15.482
6191521,K00847.01,Kepler-700 b,CONFIRMED,80.8723469,203.895,11.195,3604.6,7.59,0.527,160.9,17.0,5510.0,4.222,1.238,15.201
6267425,K00848.01,,FALSE POSITIVE,3.166465862,172.002627,2.9381,4357.2,26.82,1.266,122.1,320.0,4968.0,4.575,0.704,15.999
3531558,K00118.01,Kepler-467 b,CONFIRMED,24.99324319,138.68167,5.9409,269.6,2.29,0.686,62.0,53.0,5718.0,4.181,1.317,12.377
6276477,K00849.01,Kepler-701 b,CONFIRMED,10.35533116,170.93729,3.1775,750.6,2.47,0.029,49.2,127.0,5501.0,4.462,0.918,15.018
6863998,K00867.01,Kepler-709 b,CONFIRMED,16.08518937,180.28319,3.984,1442.4,3.68,0.867,62.6,82.0,5239.0,4.523,0.826,15.219
6867155,K00868.01,,CANDIDATE,235.9986399,208.399822,8.2284,20714.6,10.59,0.778,271.8,6.0,4245.0,4.627,0.657,15.172
6948054,K00869.01,Kepler-245 b,CONFIRMED,7.49018305,174.95037,2.7297,1123.6,2.56,0.02,53.0,178.0,5103.0,4.562,0.787,15.599
6948054,K00869.02,Kepler-245 d,CONFIRMED,36.2761238,201.2869,4.7865,1572.6,3.03,0.035,45.5,39.0,5103.0,4.562,0.787,15.599
6948054,K00869.03,Kepler-245 c,CONFIRMED,17.46087931,137.26594,2.2641,812.4,2.32,0.594,22.6,69.0,5103.0,4.562,0.787,15.599
6435936,K00854.01,Kepler-705 b,CONFIRMED,56.0560754,201.16578,4.685,1626.0,1.94,0.018,27.4,24.0,3593.0,4.757,0.491,15.849
6522242,K00855.01,Kepler-706 b,CONFIRMED,41.408316686,195.78745,5.0264,22838.9,11.38,0.377,907.8,33.0,5522.0,4.586,0.747,15.196
6526710,K00856.01,,CANDIDATE,39.74893077,172.854644,7.3051,15178.9,14.21,0.881,561.1,34.0,6122.0,4.487,0.964,15.344
6587280,K00857.01,Kepler-243 b,CONFIRMED,5.715425977,174.87931,2.5242,908.1,2.47,0.348,59.4,181.0,5237.0,4.572,0.826,15.086
9471974,K00119.01,Kepler-108 b,CONFIRMED,49.18394185,141.911924,11.3364,1646.2,8.2,0.035,355.7,29.0,5626.0,3.907,2.057,12.654
6587280,K00857.02,Kepler-243 c,CONFIRMED,20.0261412,146.91109,1.611,421.2,2.28,0.957,10.7,54.0,5237.0,4.572,0.826,15.086
